"","depth","richness1d","richness2d"
"1363",4834,4,4
"1364",4835,4,4
"1365",4836,4,3
"1366",4838,4,4
"1367",4839,4,1
"1368",4840,4,3
"1369",4842,4,3
"1370",4843,4,4
"1371",4846,4,4
"1372",4847,4,2
"1373",4848,4,4
"1374",4851,4,4
"1375",4852,4,2
"1376",4853,4,4
"1377",4857,4,4
"1378",4858,4,3
"1379",4859,4,4
"1380",4860,4,4
"1381",4861,4,4
"1382",4863,4,1
"1383",4864,4,3
"1384",4865,4,4
"1385",4866,4,2
"1386",4867,4,4
"1387",4868,4,3
"1388",4869,4,3
"1389",4871,4,4
"1390",4872,4,3
"1391",4873,4,2
"1392",4875,4,3
"1393",4877,4,4
"1394",4878,4,3
"1395",4881,4,3
"1396",4883,4,4
"1397",4884,4,4
"1398",4886,4,3
"1399",4887,4,2
"1400",4888,4,4
"1401",4890,4,2
"1402",4892,4,4
"1403",4893,4,3
"1404",4894,4,1
"1405",4895,4,4
"1406",4898,4,4
"1407",4899,4,4
"1408",4903,4,4
"1409",4904,4,4
"1410",4905,4,2
"1411",4906,4,3
"1412",4907,4,1
"1413",4908,4,3
"1414",4909,4,2
"1415",4910,4,4
"1416",4912,4,4
"1417",4914,4,1
"1418",4919,4,1
"1419",4922,4,2
"1420",4923,4,3
"1421",4924,3,3
"1422",4925,3,3
"1423",4928,3,2
"1424",4930,3,2
"1425",4932,3,3
"1426",4933,3,1
"1427",4936,3,3
"1428",4937,3,3
"1429",4938,3,2
"1430",4939,3,3
"1431",4940,3,3
"1432",4941,3,3
"1433",4942,3,3
"1434",4943,3,1
"1435",4944,3,2
"1436",4946,3,3
"1437",4948,3,3
"1438",4952,3,2
"1439",4953,3,2
"1440",4955,3,3
"1441",4957,3,3
"1442",4958,3,3
"1443",4960,3,3
"1444",4961,3,2
"1445",4962,3,3
"1446",4966,3,1
"1447",4967,3,2
"1448",4971,3,2
"1449",4972,3,3
"1450",4974,3,2
"1451",4975,3,1
"1452",4976,3,1
"1453",4977,3,2
"1454",4979,3,3
"1455",4980,3,3
"1456",4981,3,1
"1457",4982,3,3
"1458",4983,3,2
"1459",4984,3,2
"1460",4985,3,1
"1461",4986,3,3
"1462",4987,3,2
"1463",4989,3,3
"1464",4991,3,2
"1465",4992,3,2
"1466",4994,3,2
"1467",4995,3,1
"1468",4996,3,3
"1469",4998,3,3
"1470",4999,3,1
"1471",5000,3,2
"1472",5001,3,2
"1473",5002,3,2
"1474",5003,3,2
"1475",5004,3,2
"1476",5005,3,2
"1477",5007,3,3
"1478",5008,3,2
"1479",5009,3,2
"1480",5010,3,3
"1481",5011,3,2
"1482",5012,3,1
"1483",5013,3,1
"1484",5014,3,2
"1485",5016,3,3
"1486",5017,3,3
"1487",5021,3,1
"1488",5023,3,1
"1489",5024,3,2
"1490",5026,3,2
"1491",5027,3,3
"1492",5028,3,1
"1493",5030,3,1
"1494",5031,3,2
"1495",5032,3,2
"1496",5033,3,3
"1497",5035,3,3
"1498",5036,3,3
"1499",5037,3,2
"1500",5038,3,1
"1501",5040,3,2
"1502",5042,3,1
"1503",5043,3,2
"1504",5044,3,3
"1505",5046,3,2
"1506",5047,3,3
"1507",5049,3,3
"1508",5051,3,3
"1509",5054,3,1
"1510",5055,3,3
"1511",5056,3,2
"1512",5058,3,2
"1513",5059,3,3
"1514",5060,3,2
"1515",5062,3,2
"1516",5064,3,1
"1517",5066,3,3
"1518",5067,3,3
"1519",5068,3,2
"1520",5069,3,2
"1521",5070,3,3
"1522",5071,3,3
"1523",5072,3,1
"1524",5073,3,2
"1525",5074,3,2
"1526",5077,3,2
"1527",5078,3,3
"1528",5079,3,3
"1529",5080,3,3
"1530",5082,3,2
"1531",5083,3,2
"1532",5084,3,2
"1533",5085,3,3
"1534",5090,2,2
"1535",5092,2,1
"1536",5093,2,1
"1537",5094,2,1
"1538",5096,2,2
"1539",5099,2,2
"1540",5100,2,2
"1541",5101,2,1
"1542",5102,2,1
"1543",5105,2,2
"1544",5106,2,1
"1545",5107,2,2
"1546",5108,2,1
"1547",5110,2,2
"1548",5111,2,1
"1549",5112,2,1
"1550",5113,2,1
"1551",5116,2,1
"1552",5117,2,2
"1553",5118,2,1
"1554",5119,2,2
"1555",5120,2,1
"1556",5122,2,2
"1557",5123,2,2
"1558",5124,2,1
"1559",5126,2,2
"1560",5127,2,2
"1561",5128,2,2
"1562",5129,2,1
"1563",5130,2,2
"1564",5131,2,2
"1565",5132,2,1
"1566",5133,2,2
"1567",5134,2,1
"1568",5135,2,1
"1569",5136,2,2
"1570",5137,2,1
"1571",5138,2,1
"1572",5139,2,1
"1573",5141,2,2
"1574",5142,2,2
"1575",5144,2,1
"1576",5145,2,2
"1577",5146,2,1
"1578",5147,2,2
"1579",5148,2,1
"1580",5150,2,1
"1581",5151,2,2
"1582",5153,2,1
"1583",5154,2,2
"1584",5155,2,1
"1585",5156,2,1
"1586",5158,2,1
"1587",5159,2,2
"1588",5160,2,1
"1589",5161,2,2
"1590",5163,2,1
"1591",5165,2,2
"1592",5166,2,1
"1593",5167,2,1
"1594",5170,2,1
"1595",5171,2,2
"1596",5172,2,2
"1597",5173,2,2
"1598",5174,2,1
"1599",5175,2,2
"1600",5177,2,2
"1601",5178,2,2
"1602",5179,2,2
"1603",5182,2,1
"1604",5183,2,1
"1605",5186,2,2
"1606",5187,2,1
"1607",5188,2,2
"1608",5189,2,2
"1609",5191,2,1
"1610",5192,2,2
"1611",5193,2,2
"1612",5195,2,2
"1613",5197,2,2
"1614",5198,2,1
"1615",5199,2,2
"1616",5200,2,2
"1617",5201,2,1
"1618",5202,2,2
"1619",5203,2,1
"1620",5204,2,1
"1621",5205,2,2
"1622",5206,2,2
"1623",5207,2,1
"1624",5208,2,2
"1625",5209,2,2
"1626",5210,2,1
"1627",5212,2,2
"1628",5216,2,2
"1629",5217,2,1
"1630",5218,2,1
"1631",5219,2,1
"1632",5221,2,2
"1633",5222,2,2
"1634",5223,2,2
"1635",5224,2,1
"1636",5225,2,1
"1637",5226,2,1
"1638",5228,2,2
"1639",5229,2,2
"1640",5231,2,1
"1641",5233,2,1
"1642",5234,2,2
"1643",5235,2,2
"1644",5236,2,1
"1645",5237,2,2
"1646",5238,2,2
"1647",5240,2,2
"1648",5241,2,1
"1649",5243,2,1
"1650",5244,2,1
"1651",5245,2,2
"1652",5246,2,1
"1653",5247,2,2
"1654",5250,2,1
"1655",5252,2,2
"1656",5253,2,1
"1657",5254,2,2
"1658",5255,2,2
"1659",5258,2,2
"1660",5260,2,1
"1661",5261,2,1
"1662",5262,2,1
"1663",5263,2,1
"1664",5264,2,1
"1665",5266,2,1
"1666",5268,2,1
"1667",5269,2,1
"1668",5270,2,1
"1669",5271,2,1
"1670",5272,2,2
"1671",5273,2,1
"1672",5274,2,2
"1673",5275,2,2
"1674",5276,2,2
"1675",5277,2,2
"1676",5278,2,2
"1677",5279,2,1
"1678",5280,2,1
"1679",5282,2,2
"1680",5283,2,2
"1681",5285,2,2
"1682",5286,2,2
"1683",5287,2,1
"1684",5288,2,1
"1685",5291,2,2
"1686",5292,2,1
"1687",5293,2,2
"1688",5295,2,2
"1689",5296,2,1
"1690",5298,2,1
"1691",5300,2,2
"1692",5301,2,1
"1693",5302,2,1
"1694",5303,2,1
"1695",5312,1,1
"1696",5313,1,1
"1697",5315,1,1
"1698",5318,1,1
"1699",5324,1,1
"1700",5328,1,1
"1701",5329,1,1
"1702",5331,1,1
"1703",5332,1,1
"1704",5336,1,1
"1705",5337,1,1
"1706",5338,1,1
"1707",5344,1,1
"1708",5345,1,1
"1709",5347,1,1
"1710",5348,1,1
"1711",5354,1,1
"1712",5365,1,1
"1713",5369,1,1
"1714",5370,1,1
"1715",5375,1,1
"1716",5377,1,1
"1717",5379,1,1
"1718",5382,1,1
"1719",5384,1,1
"1720",5386,1,1
"1721",5388,1,1
"1722",5401,1,1
"1723",5402,1,1
"1724",5403,1,1
"1725",5406,1,1
"1726",5408,1,1
"1727",5409,1,1
"1728",5412,1,1
"1729",5416,1,1
"1730",5418,1,1
"1731",5419,1,1
"1732",5422,1,1
"1733",5423,1,1
"1734",5424,1,1
"1735",5429,1,1
"1736",5430,1,1
"1737",5432,1,1
"1738",5433,1,1
"1739",5434,1,1
"1740",5442,1,1
"1741",5444,1,1
"1742",5446,1,1
"1743",5450,1,1
"1744",5454,1,1
"1745",5455,1,1
"1746",5463,1,1
"1747",5466,1,1
