"","ocean","dimension","type","species","mid","area","...7","...8","...9","mid_long_adjust","...11","...12","...13"
"71","pac","longitude","long_planar_range","Lillipathes wingi",-135.434864,12.7411516818761,NA,NA,NA,66.43,NA,NA,NA
"72","pac","longitude","long_range","Lillipathes wingi",-135.434864,6.42396933923244,9497227.255086,6842809.099063,2654418.156023,66.43,NA,NA,NA
"73","pac","longitude","long_geog_range","Myriopathes bifaria",130.066679,12.7060945882737,NA,NA,NA,162.06,NA,NA,NA
"74","pac","longitude","long_planar_range","Myriopathes bifaria",130.066679,13.0071245850357,NA,NA,NA,162.06,NA,NA,NA
"75","pac","longitude","long_range","Myriopathes bifaria",130.066679,6.31175915957881,3229501.769909,1179476.759141,2050025.010768,162.06,NA,NA,NA
"76","pac","longitude","long_geog_range","Myriopathes japonica",139.142814,13.1317527938128,NA,NA,NA,153.14,NA,NA,NA
"77","pac","longitude","long_planar_range","Myriopathes japonica",139.142814,13.4327828114477,NA,NA,NA,153.14,NA,NA,NA
"78","pac","longitude","long_range","Myriopathes japonica",139.142814,6.69484988914523,3003585.431194,1949204.28379,4952789.714984,153.14,NA,NA,NA
"79","pac","longitude","long_geog_range","Myriopathes myriophylla",148.204201,13.3716785277138,NA,NA,0,144.2,NA,NA,NA
"80","pac","longitude","long_planar_range","Myriopathes myriophylla",148.204201,13.6727085420142,NA,NA,0,144.2,NA,NA,NA
"81","pac","longitude","long_range","Myriopathes myriophylla",148.204201,6.85694376982715,3310363.691423,3883194.644093,7193558.335516,144.2,NA,NA,NA
"82","pac","longitude","long_geog_range","Myriopathes panamensis",-91.5051,12.5683761279942,NA,NA,NA,22.5,NA,NA,NA
"83","pac","longitude","long_planar_range","Myriopathes panamensis",-91.5051,12.8694061494215,NA,NA,NA,22.5,NA,NA,NA
"84","pac","longitude","long_range","Myriopathes panamensis",-91.5051,6.54639572065993,14616249.475115,11097440.25982,3518809.215295,22.5,NA,NA,NA
"85","pac","longitude","long_geog_range","Myriopathes ulex",164.846351,13.598265709449,NA,NA,NA,128.84,NA,NA,NA
"86","pac","longitude","long_planar_range","Myriopathes ulex",164.846351,13.8992961428469,NA,NA,NA,128.84,NA,NA,NA
"87","pac","longitude","long_range","Myriopathes ulex",164.846351,6.94201625586517,2606442.572437,6143722.696881,8750165.269318,128.84,NA,NA,NA
"88","pac","longitude","long_geog_range","Parantipathes helicosticha",166.380293,13.2557810750348,NA,NA,NA,126.38,NA,NA,NA
"89","pac","longitude","long_planar_range","Parantipathes helicosticha",166.380293,13.5568134528702,NA,NA,NA,126.38,NA,NA,NA
"90","pac","longitude","long_range","Parantipathes helicosticha",166.380293,6.53742822778853,3163922.233368,282974.145597,3446896.378965,126.38,NA,NA,NA
"91","pac","longitude","long_geog_range","pseudocirrhipathes mapia",154.331632,13.2910544457856,NA,NA,0,138.33,NA,NA,NA
"92","pac","longitude","long_planar_range","pseudocirrhipathes mapia",154.331632,13.2910544457856,NA,NA,0,138.33,NA,NA,NA
"93","pac","longitude","long_range","pseudocirrhipathes mapia",154.331632,6.95424478934652,5999229.997831,3000817.249416,9000047.247247,138.33,NA,NA,NA
"94","pac","longitude","long_geog_range","Rhipidipathes reticulata",137.710638,13.0466443545022,NA,NA,NA,155.71,NA,NA,NA
"95","pac","longitude","long_planar_range","Rhipidipathes reticulata",137.710638,13.3476743643841,NA,NA,NA,155.71,NA,NA,NA
"96","pac","longitude","long_range","Rhipidipathes reticulata",137.710638,6.66867530942862,3290047.550395,1373058.681963,4663106.232358,155.71,NA,NA,NA
"97","pac","longitude","long_geog_range","Schizopathes affinis",-165.382304,14.2890935119185,NA,NA,0,97.38,NA,NA,NA
"98","pac","longitude","long_planar_range","Schizopathes affinis",-165.382304,13.9880634250325,NA,NA,0,97.38,NA,NA,NA
"99","pac","longitude","long_range","Schizopathes affinis",-165.382304,7.15934483090163,2324721.661668,12107886.832473,14432608.494141,97.38,NA,NA,NA
"100","pac","longitude","long_geog_range","Stauropathes staurocrada",-177.296787,13.3929185394409,NA,NA,NA,108.29,NA,NA,NA
"101","pac","longitude","long_planar_range","Stauropathes staurocrada",-177.296787,13.0918749349654,NA,NA,NA,108.29,NA,NA,NA
"102","pac","longitude","long_range","Stauropathes staurocrada",-177.296787,6.69789459097269,1010224.378949,5997858.541705,4987634.162756,108.29,NA,NA,NA
"103","pac","longitude","long_geog_range","Stichopathes spiessi",179.137655,13.7341588306735,NA,NA,NA,110.13,NA,NA,NA
"104","pac","longitude","long_planar_range","Stichopathes spiessi",179.137655,14.0351899094011,NA,NA,NA,110.13,NA,NA,NA
"105","pac","longitude","long_range","Stichopathes spiessi",179.137655,7.10546013496953,3033456.124117,9715074.600511,12748530.724628,110.13,NA,NA,NA
"106","pac","longitude","long_geog_range","Stichopathes variabilis",155.686672,13.162636561929,NA,NA,NA,137.68,NA,NA,NA
"107","pac","longitude","long_planar_range","Stichopathes variabilis",155.686672,13.4636690111139,NA,NA,NA,137.68,NA,NA,NA
"108","pac","longitude","long_range","Stichopathes variabilis",155.686672,6.71388774606163,3504337.124894,1670393.487149,5174730.612043,137.68,NA,NA,NA
"109","pac","longitude","long_geog_range","Stylopathes columnaris",169.660188,13.2569544421705,NA,NA,NA,123.66,NA,NA,NA
"110","pac","longitude","long_planar_range","Stylopathes columnaris",169.660188,13.5579892963831,NA,NA,NA,123.66,NA,NA,NA
"111","pac","longitude","long_range","Stylopathes columnaris",169.660188,6.60411049665996,488247.286619,3530683.2201,4018930.506719,123.66,NA,NA,NA
"112","pac","longitude","long_geog_range","Stylopathes tenuispina",140.977282,13.0568158652738,NA,NA,NA,152.97,NA,NA,NA
"113","pac","longitude","long_planar_range","Stylopathes tenuispina",140.977282,13.3578481380843,NA,NA,NA,152.97,NA,NA,NA
"114","pac","longitude","long_range","Stylopathes tenuispina",140.977282,6.80369255287498,3318990.84064,3044457.940711,6363448.781351,152.97,NA,NA,NA
"115","pac","longitude","long_geog_range","Trissopathes pseudotristicha",-174.46213,13.8683105539285,NA,NA,NA,105.46,NA,NA,NA
"116","pac","longitude","long_planar_range","Trissopathes pseudotristicha",-174.46213,14.16934050427,NA,NA,NA,105.46,NA,NA,NA
"117","pac","longitude","long_range","Trissopathes pseudotristicha",-174.46213,7.09217450103167,9892406.549344,2472034.862656,12364441.412,105.46,NA,NA,NA
"118","pac","longitude","long_geog_range","Trissopathes tetracrada",-167.975394,13.1420009162048,NA,NA,NA,98.97,NA,NA,NA
"119","pac","longitude","long_planar_range","Trissopathes tetracrada",-167.975394,13.4430312880967,NA,NA,NA,98.97,NA,NA,NA
"120","pac","longitude","long_range","Trissopathes tetracrada",-167.975394,6.99988140495508,290543.98229,9706725.638701,9997269.620991,98.97,NA,NA,NA
"121","pac","longitude","long_geog_range","Trissopathes tristicha",161.688232,13.6733263175765,NA,NA,0,131.68,NA,NA,NA
"122","pac","longitude","long_planar_range","Trissopathes tristicha",161.688232,13.974358335828,NA,NA,0,131.68,NA,NA,NA
"123","pac","longitude","long_range","Trissopathes tristicha",161.688232,6.90387354712614,3253312.118433,4761134.621228,8014446.739661,131.68,NA,NA,NA
