depth,type,rich
2720,richness2d,1
2723,richness1d,3
2723,richness2d,2
2724,richness1d,3
2724,richness2d,0
2726,richness1d,3
2726,richness2d,2
2728,richness1d,3
2728,richness2d,2
2730,richness1d,3
2730,richness2d,2
2734,richness1d,3
2734,richness2d,2
2735,richness1d,3
2735,richness2d,2
2736,richness1d,3
2736,richness2d,2
2737,richness1d,3
2737,richness2d,2
2739,richness1d,3
2739,richness2d,2
2741,richness1d,3
2741,richness2d,1
2742,richness1d,3
2742,richness2d,2
2743,richness1d,3
2743,richness2d,2
2744,richness1d,3
2744,richness2d,0
2746,richness1d,3
2746,richness2d,0
2747,richness1d,3
2747,richness2d,2
2748,richness1d,3
2748,richness2d,1
2749,richness1d,3
2749,richness2d,2
2750,richness1d,3
2750,richness2d,2
2751,richness1d,3
2751,richness2d,0
2753,richness1d,3
2753,richness2d,0
2754,richness1d,3
2754,richness2d,1
2755,richness1d,3
2755,richness2d,2
2758,richness1d,3
2758,richness2d,2
2759,richness1d,3
2759,richness2d,0
2761,richness1d,3
2761,richness2d,1
2762,richness1d,3
2762,richness2d,2
2764,richness1d,3
2764,richness2d,2
2765,richness1d,3
2765,richness2d,2
2766,richness1d,3
2766,richness2d,2
2767,richness1d,3
2767,richness2d,1
2768,richness1d,3
2768,richness2d,2
2769,richness1d,3
2769,richness2d,0
2770,richness1d,3
2770,richness2d,0
2771,richness1d,3
2771,richness2d,1
2772,richness1d,3
2772,richness2d,2
2773,richness1d,3
2773,richness2d,0
2774,richness1d,3
2774,richness2d,2
2775,richness1d,3
2775,richness2d,2
2776,richness1d,3
2776,richness2d,1
2777,richness1d,3
2777,richness2d,2
2778,richness1d,3
2778,richness2d,0
2779,richness1d,3
2779,richness2d,0
2781,richness1d,3
2781,richness2d,1
2782,richness1d,3
2782,richness2d,1
2783,richness1d,3
2783,richness2d,1
2784,richness1d,3
2784,richness2d,2
2786,richness1d,3
2786,richness2d,2
2787,richness1d,3
2787,richness2d,2
2788,richness1d,3
2788,richness2d,2
2790,richness1d,3
2790,richness2d,2
2791,richness1d,3
2791,richness2d,0
2792,richness1d,3
2792,richness2d,2
2793,richness1d,3
2793,richness2d,1
2794,richness1d,3
2794,richness2d,0
2796,richness1d,3
2796,richness2d,3
2797,richness1d,3
2797,richness2d,1
2798,richness1d,3
2798,richness2d,2
2799,richness1d,3
2799,richness2d,2
2801,richness1d,3
2801,richness2d,2
2802,richness1d,3
2802,richness2d,2
2803,richness1d,3
2803,richness2d,2
2804,richness1d,3
2804,richness2d,0
2806,richness1d,3
2806,richness2d,0
2807,richness1d,3
2807,richness2d,2
2808,richness1d,3
2808,richness2d,2
2809,richness1d,3
2809,richness2d,2
2810,richness1d,3
2810,richness2d,1
2811,richness1d,3
2811,richness2d,2
2812,richness1d,3
2812,richness2d,2
2813,richness1d,3
2813,richness2d,0
2814,richness1d,3
2814,richness2d,2
2815,richness1d,3
2815,richness2d,1
2816,richness1d,3
2816,richness2d,2
2817,richness1d,3
2817,richness2d,1
2818,richness1d,3
2818,richness2d,0
2819,richness1d,3
2819,richness2d,0
2820,richness1d,3
2820,richness2d,2
2821,richness1d,3
2821,richness2d,0
2822,richness1d,3
2822,richness2d,1
2823,richness1d,3
2823,richness2d,2
2824,richness1d,3
2824,richness2d,2
2825,richness1d,3
2825,richness2d,0
2828,richness1d,3
2828,richness2d,2
2830,richness1d,3
2830,richness2d,2
2832,richness1d,3
2832,richness2d,2
2834,richness1d,3
2834,richness2d,1
2837,richness1d,3
2837,richness2d,0
2838,richness1d,3
2838,richness2d,1
2839,richness1d,3
2839,richness2d,1
2840,richness1d,3
2840,richness2d,2
2841,richness1d,3
2841,richness2d,2
2842,richness1d,3
2842,richness2d,0
2843,richness1d,3
2843,richness2d,1
2844,richness1d,3
2844,richness2d,0
2845,richness1d,3
2845,richness2d,2
2846,richness1d,3
2846,richness2d,2
2847,richness1d,3
2847,richness2d,1
2848,richness1d,3
2848,richness2d,2
2849,richness1d,3
2849,richness2d,1
2851,richness1d,3
2851,richness2d,1
2852,richness1d,3
2852,richness2d,2
2853,richness1d,3
2853,richness2d,2
2854,richness1d,3
2854,richness2d,0
2855,richness1d,3
2855,richness2d,3
2857,richness1d,3
2857,richness2d,0
2860,richness1d,3
2860,richness2d,1
2863,richness1d,3
2863,richness2d,0
2864,richness1d,3
2864,richness2d,1
2865,richness1d,3
2865,richness2d,2
2866,richness1d,3
2866,richness2d,2
2868,richness1d,3
2868,richness2d,1
2870,richness1d,3
2870,richness2d,2
2872,richness1d,3
2872,richness2d,2
2873,richness1d,3
2873,richness2d,0
2876,richness1d,3
2876,richness2d,0
2877,richness1d,3
2877,richness2d,0
2878,richness1d,3
2878,richness2d,0
2879,richness1d,3
2879,richness2d,2
2880,richness1d,3
2880,richness2d,2
2881,richness1d,3
2881,richness2d,1
2882,richness1d,3
2882,richness2d,0
2883,richness1d,3
2883,richness2d,1
2885,richness1d,3
2885,richness2d,2
2886,richness1d,3
2886,richness2d,0
2887,richness1d,3
2887,richness2d,2
2888,richness1d,3
2888,richness2d,1
2889,richness1d,3
2889,richness2d,0
2890,richness1d,3
2890,richness2d,2
2891,richness1d,3
2891,richness2d,2
2892,richness1d,3
2892,richness2d,2
2893,richness1d,3
2893,richness2d,1
2894,richness1d,3
2894,richness2d,2
2895,richness1d,3
2895,richness2d,2
2896,richness1d,3
2896,richness2d,2
2897,richness1d,3
2897,richness2d,2
2898,richness1d,3
2898,richness2d,2
2900,richness1d,3
2900,richness2d,2
2901,richness1d,3
2901,richness2d,1
2903,richness1d,3
2903,richness2d,3
2904,richness1d,3
2904,richness2d,0
2906,richness1d,3
2906,richness2d,2
2907,richness1d,3
2907,richness2d,1
2908,richness1d,3
2908,richness2d,0
2909,richness1d,3
2909,richness2d,2
2910,richness1d,3
2910,richness2d,0
2911,richness1d,3
2911,richness2d,1
2912,richness1d,3
2912,richness2d,2
2913,richness1d,3
2913,richness2d,0
2914,richness1d,3
2914,richness2d,0
2915,richness1d,3
2915,richness2d,0
2917,richness1d,3
2917,richness2d,2
2918,richness1d,3
2918,richness2d,1
2919,richness1d,3
2919,richness2d,2
2922,richness1d,3
2922,richness2d,2
2923,richness1d,3
2923,richness2d,2
2924,richness1d,3
2924,richness2d,2
2925,richness1d,3
2925,richness2d,0
2926,richness1d,3
2926,richness2d,2
2927,richness1d,3
2927,richness2d,1
2928,richness1d,3
2928,richness2d,2
2929,richness1d,3
2929,richness2d,1
2932,richness1d,3
2932,richness2d,2
2933,richness1d,3
2933,richness2d,0
2934,richness1d,3
2934,richness2d,0
2936,richness1d,3
2936,richness2d,2
2937,richness1d,3
2937,richness2d,2
2938,richness1d,3
2938,richness2d,1
2940,richness1d,3
2940,richness2d,3
2941,richness1d,3
2941,richness2d,2
2943,richness1d,3
2943,richness2d,2
2944,richness1d,3
2944,richness2d,1
2945,richness1d,3
2945,richness2d,2
2946,richness1d,3
2946,richness2d,1
2947,richness1d,3
2947,richness2d,0
2949,richness1d,3
2949,richness2d,2
2950,richness1d,3
2950,richness2d,1
2951,richness1d,3
2951,richness2d,1
2952,richness1d,3
2952,richness2d,2
2954,richness1d,3
2954,richness2d,2
2955,richness1d,3
2955,richness2d,2
2957,richness1d,3
2957,richness2d,1
2959,richness1d,3
2959,richness2d,2
2961,richness1d,3
2961,richness2d,1
2962,richness1d,3
2962,richness2d,2
2963,richness1d,3
2963,richness2d,2
2964,richness1d,3
2964,richness2d,0
2965,richness1d,3
2965,richness2d,0
2966,richness1d,3
2966,richness2d,2
2969,richness1d,3
2969,richness2d,2
2970,richness1d,3
2970,richness2d,2
2971,richness1d,3
2971,richness2d,1
2973,richness1d,3
2973,richness2d,2
2974,richness1d,3
2974,richness2d,2
2977,richness1d,3
2977,richness2d,0
2978,richness1d,3
2978,richness2d,2
2979,richness1d,3
2979,richness2d,2
2980,richness1d,3
2980,richness2d,2
2981,richness1d,3
2981,richness2d,3
2982,richness1d,3
2982,richness2d,1
2983,richness1d,3
2983,richness2d,1
2984,richness1d,3
2984,richness2d,0
2985,richness1d,3
2985,richness2d,2
2987,richness1d,3
2987,richness2d,2
2988,richness1d,3
2988,richness2d,2
2989,richness1d,3
2989,richness2d,1
2990,richness1d,3
2990,richness2d,2
2991,richness1d,3
2991,richness2d,1
2992,richness1d,3
2992,richness2d,2
2993,richness1d,3
2993,richness2d,2
2994,richness1d,3
2994,richness2d,0
2996,richness1d,3
2996,richness2d,0
2997,richness1d,3
2997,richness2d,2
2998,richness1d,3
2998,richness2d,2
2999,richness1d,3
2999,richness2d,2
3000,richness1d,3
3000,richness2d,1
3001,richness1d,3
3001,richness2d,2
3002,richness1d,3
3002,richness2d,2
3003,richness1d,3
3003,richness2d,2
3004,richness1d,3
3004,richness2d,1
3005,richness1d,3
3005,richness2d,1
3006,richness1d,3
3006,richness2d,2
3007,richness1d,3
3007,richness2d,2
3010,richness1d,3
3010,richness2d,2
3011,richness1d,3
3011,richness2d,2
3012,richness1d,3
3012,richness2d,0
3014,richness1d,3
3014,richness2d,2
3015,richness1d,3
3015,richness2d,1
3016,richness1d,3
3016,richness2d,0
3017,richness1d,3
3017,richness2d,2
3018,richness1d,3
3018,richness2d,1
3021,richness1d,3
3021,richness2d,1
3022,richness1d,3
3022,richness2d,2
3023,richness1d,3
3023,richness2d,1
3024,richness1d,3
3024,richness2d,0
3026,richness1d,3
3026,richness2d,2
3028,richness1d,3
3028,richness2d,1
3030,richness1d,3
3030,richness2d,2
3031,richness1d,3
3031,richness2d,2
3032,richness1d,3
3032,richness2d,1
3035,richness1d,3
3035,richness2d,0
3036,richness1d,3
3036,richness2d,2
3038,richness1d,3
3038,richness2d,2
3039,richness1d,3
3039,richness2d,2
3040,richness1d,3
3040,richness2d,2
3041,richness1d,3
3041,richness2d,2
3042,richness1d,3
3042,richness2d,2
3044,richness1d,3
3044,richness2d,2
3046,richness1d,3
3046,richness2d,2
3047,richness1d,3
3047,richness2d,1
3048,richness1d,3
3048,richness2d,0
3049,richness1d,3
3049,richness2d,2
3051,richness1d,3
3051,richness2d,2
3053,richness1d,3
3053,richness2d,1
3054,richness1d,3
3054,richness2d,2
3055,richness1d,3
3055,richness2d,0
3057,richness1d,3
3057,richness2d,0
3058,richness1d,3
3058,richness2d,2
3059,richness1d,3
3059,richness2d,2
3062,richness1d,3
3062,richness2d,1
3064,richness1d,3
3064,richness2d,2
3065,richness1d,3
3065,richness2d,2
3066,richness1d,3
3066,richness2d,2
3068,richness1d,3
3068,richness2d,2
3069,richness1d,3
3069,richness2d,2
3070,richness1d,3
3070,richness2d,2
3071,richness1d,3
3071,richness2d,2
3072,richness1d,3
3072,richness2d,2
3073,richness1d,3
3073,richness2d,1
3075,richness1d,3
3075,richness2d,1
3076,richness1d,3
3076,richness2d,1
3077,richness1d,3
3077,richness2d,1
3078,richness1d,3
3078,richness2d,0
3079,richness1d,3
3079,richness2d,2
3084,richness1d,3
3084,richness2d,2
3085,richness1d,3
3085,richness2d,2
3086,richness1d,3
3086,richness2d,2
3087,richness1d,3
3087,richness2d,2
3088,richness1d,3
3088,richness2d,2
3089,richness1d,3
3089,richness2d,2
3091,richness1d,3
3091,richness2d,2
3092,richness1d,3
3092,richness2d,2
3093,richness1d,3
3093,richness2d,1
3094,richness1d,3
3094,richness2d,2
3095,richness1d,3
3095,richness2d,2
3096,richness1d,3
3096,richness2d,1
3097,richness1d,3
3097,richness2d,2
3099,richness1d,3
3099,richness2d,2
3100,richness1d,3
3100,richness2d,1
3101,richness1d,3
3101,richness2d,2
3102,richness1d,3
3102,richness2d,0
3103,richness1d,3
3103,richness2d,2
3104,richness1d,3
3104,richness2d,2
3105,richness1d,3
3105,richness2d,2
3107,richness1d,3
3107,richness2d,2
3108,richness1d,3
3108,richness2d,1
3109,richness1d,3
3109,richness2d,2
3113,richness1d,3
3113,richness2d,2
3114,richness1d,3
3114,richness2d,2
3115,richness1d,3
3115,richness2d,1
3116,richness1d,3
3116,richness2d,1
3117,richness1d,3
3117,richness2d,2
3118,richness1d,3
3118,richness2d,2
3119,richness1d,3
3119,richness2d,1
3120,richness1d,3
3120,richness2d,0
3121,richness1d,3
3121,richness2d,2
3123,richness1d,3
3123,richness2d,1
3124,richness1d,3
3124,richness2d,2
3126,richness1d,3
3126,richness2d,0
3128,richness1d,3
3128,richness2d,1
3129,richness1d,3
3129,richness2d,2
3130,richness1d,3
3130,richness2d,2
3131,richness1d,3
3131,richness2d,1
3132,richness1d,3
3132,richness2d,2
3133,richness1d,3
3133,richness2d,2
3134,richness1d,3
3134,richness2d,2
3135,richness1d,3
3135,richness2d,1
3136,richness1d,3
3136,richness2d,2
3138,richness1d,3
3138,richness2d,2
3139,richness1d,3
3139,richness2d,2
3140,richness1d,3
3140,richness2d,2
3141,richness1d,3
3141,richness2d,2
3143,richness1d,3
3143,richness2d,2
3146,richness1d,3
3146,richness2d,2
3147,richness1d,3
3147,richness2d,2
3148,richness1d,3
3148,richness2d,2
3150,richness1d,3
3150,richness2d,1
3151,richness1d,3
3151,richness2d,1
3152,richness1d,3
3152,richness2d,2
3153,richness1d,3
3153,richness2d,2
3154,richness1d,3
3154,richness2d,0
3156,richness1d,3
3156,richness2d,2
3157,richness1d,3
3157,richness2d,2
3158,richness1d,3
3158,richness2d,1
3159,richness1d,3
3159,richness2d,2
3160,richness1d,3
3160,richness2d,2
3162,richness1d,3
3162,richness2d,2
3163,richness1d,3
3163,richness2d,1
3164,richness1d,3
3164,richness2d,2
3166,richness1d,3
3166,richness2d,1
3167,richness1d,3
3167,richness2d,1
3169,richness1d,3
3169,richness2d,2
3170,richness1d,3
3170,richness2d,2
3172,richness1d,3
3172,richness2d,2
3173,richness1d,3
3173,richness2d,1
3175,richness1d,3
3175,richness2d,1
3176,richness1d,3
3176,richness2d,2
3177,richness1d,3
3177,richness2d,2
3178,richness1d,3
3178,richness2d,2
3179,richness1d,3
3179,richness2d,2
3180,richness1d,3
3180,richness2d,2
3181,richness1d,3
3181,richness2d,3
3182,richness1d,3
3182,richness2d,2
3183,richness1d,3
3183,richness2d,2
3184,richness1d,3
3184,richness2d,2
3185,richness1d,3
3185,richness2d,2
3186,richness1d,3
3186,richness2d,0
3187,richness1d,3
3187,richness2d,2
3188,richness1d,3
3188,richness2d,0
3189,richness1d,3
3189,richness2d,2
3190,richness1d,3
3190,richness2d,1
3191,richness1d,3
3191,richness2d,2
3193,richness1d,3
3193,richness2d,2
3194,richness1d,3
3194,richness2d,0
3195,richness1d,3
3195,richness2d,0
3196,richness1d,3
3196,richness2d,0
3197,richness1d,3
3197,richness2d,2
3198,richness1d,3
3198,richness2d,2
3199,richness1d,3
3199,richness2d,1
3201,richness1d,3
3201,richness2d,2
3202,richness1d,3
3202,richness2d,2
3203,richness1d,3
3203,richness2d,2
3204,richness1d,3
3204,richness2d,2
3205,richness1d,3
3205,richness2d,3
3206,richness1d,3
3206,richness2d,1
3207,richness1d,3
3207,richness2d,2
3208,richness1d,3
3208,richness2d,2
3210,richness1d,3
3210,richness2d,2
3211,richness1d,3
3211,richness2d,0
3212,richness1d,3
3212,richness2d,1
3213,richness1d,3
3213,richness2d,2
3214,richness1d,3
3214,richness2d,3
3215,richness1d,3
3215,richness2d,1
3217,richness1d,3
3217,richness2d,2
3220,richness1d,3
3220,richness2d,2
3221,richness1d,3
3221,richness2d,2
3223,richness1d,3
3223,richness2d,2
3224,richness1d,3
3224,richness2d,2
3225,richness1d,3
3225,richness2d,2
3226,richness1d,3
3226,richness2d,1
3227,richness1d,3
3227,richness2d,2
3228,richness1d,3
3228,richness2d,2
3230,richness1d,3
3230,richness2d,2
3232,richness1d,3
3232,richness2d,2
3233,richness1d,3
3233,richness2d,2
3234,richness1d,3
3234,richness2d,0
3237,richness1d,3
3237,richness2d,2
3238,richness1d,3
3238,richness2d,1
3239,richness1d,3
3239,richness2d,1
3240,richness1d,3
3240,richness2d,0
3241,richness1d,3
3241,richness2d,2
3242,richness1d,3
3242,richness2d,2
3243,richness1d,3
3243,richness2d,2
3244,richness1d,3
3244,richness2d,1
3245,richness1d,3
3245,richness2d,1
3246,richness1d,3
3246,richness2d,0
3247,richness1d,3
3247,richness2d,2
3248,richness1d,3
3248,richness2d,2
3249,richness1d,3
3249,richness2d,2
3251,richness1d,3
3251,richness2d,2
3253,richness1d,3
3253,richness2d,2
3254,richness1d,3
3254,richness2d,2
3255,richness1d,3
3255,richness2d,2
3257,richness1d,3
3257,richness2d,2
3258,richness1d,3
3258,richness2d,2
3259,richness1d,3
3259,richness2d,2
3260,richness1d,3
3260,richness2d,2
3261,richness1d,3
3261,richness2d,1
3262,richness1d,3
3262,richness2d,2
3263,richness1d,3
3263,richness2d,0
3264,richness1d,3
3264,richness2d,1
3266,richness1d,3
3266,richness2d,0
3267,richness1d,3
3267,richness2d,2
3268,richness1d,3
3268,richness2d,2
3269,richness1d,3
3269,richness2d,1
3270,richness1d,3
3270,richness2d,2
3271,richness1d,3
3271,richness2d,1
3272,richness1d,3
3272,richness2d,2
3273,richness1d,3
3273,richness2d,2
3274,richness1d,3
3274,richness2d,2
3276,richness1d,3
3276,richness2d,2
3277,richness1d,3
3277,richness2d,2
3278,richness1d,3
3278,richness2d,2
3279,richness1d,3
3279,richness2d,2
3280,richness1d,3
3280,richness2d,2
3281,richness1d,3
3281,richness2d,2
3282,richness1d,3
3282,richness2d,2
3283,richness1d,3
3283,richness2d,2
3284,richness1d,3
3284,richness2d,2
3285,richness1d,3
3285,richness2d,0
3286,richness1d,3
3286,richness2d,2
3287,richness1d,3
3287,richness2d,2
3288,richness1d,3
3288,richness2d,2
3289,richness1d,3
3289,richness2d,2
3290,richness1d,3
3290,richness2d,2
3291,richness1d,3
3291,richness2d,2
3292,richness1d,3
3292,richness2d,2
3294,richness1d,3
3294,richness2d,2
3295,richness1d,3
3295,richness2d,0
3296,richness1d,3
3296,richness2d,2
3297,richness1d,3
3297,richness2d,0
3298,richness1d,3
3298,richness2d,2
3299,richness1d,3
3299,richness2d,1
3300,richness1d,3
3300,richness2d,2
3301,richness1d,3
3301,richness2d,2
3302,richness1d,3
3302,richness2d,2
3303,richness1d,3
3303,richness2d,0
3304,richness1d,3
3304,richness2d,2
3305,richness1d,3
3305,richness2d,1
3306,richness1d,3
3306,richness2d,2
3307,richness1d,3
3307,richness2d,2
3308,richness1d,3
3308,richness2d,2
3309,richness1d,3
3309,richness2d,2
3311,richness1d,3
3311,richness2d,2
3312,richness1d,3
3312,richness2d,2
3313,richness1d,3
3313,richness2d,2
3314,richness1d,3
3314,richness2d,1
3315,richness1d,3
3315,richness2d,2
3316,richness1d,3
3316,richness2d,2
3317,richness1d,3
3317,richness2d,0
3318,richness1d,3
3318,richness2d,2
3320,richness1d,3
3320,richness2d,2
3321,richness1d,3
3321,richness2d,2
3322,richness1d,3
3322,richness2d,2
3324,richness1d,3
3324,richness2d,2
3325,richness1d,3
3325,richness2d,1
3326,richness1d,3
3326,richness2d,2
3328,richness1d,3
3328,richness2d,2
3330,richness1d,3
3330,richness2d,2
3331,richness1d,3
3331,richness2d,2
3332,richness1d,3
3332,richness2d,1
3333,richness1d,3
3333,richness2d,2
3334,richness1d,3
3334,richness2d,2
3335,richness1d,3
3335,richness2d,1
3336,richness1d,3
3336,richness2d,2
3337,richness1d,3
3337,richness2d,2
3338,richness1d,3
3338,richness2d,2
3339,richness1d,3
3339,richness2d,1
3340,richness1d,3
3340,richness2d,0
3341,richness1d,3
3341,richness2d,2
3342,richness1d,3
3342,richness2d,2
3344,richness1d,3
3344,richness2d,2
3345,richness1d,3
3345,richness2d,1
3347,richness1d,3
3347,richness2d,0
3348,richness1d,3
3348,richness2d,2
3349,richness1d,3
3349,richness2d,2
3350,richness1d,3
3350,richness2d,0
3351,richness1d,3
3351,richness2d,2
3352,richness1d,3
3352,richness2d,3
3353,richness1d,3
3353,richness2d,1
3354,richness1d,3
3354,richness2d,0
3355,richness1d,3
3355,richness2d,1
3356,richness1d,3
3356,richness2d,2
3357,richness1d,3
3357,richness2d,2
3358,richness1d,3
3358,richness2d,0
3360,richness1d,3
3360,richness2d,1
3361,richness1d,3
3361,richness2d,2
3362,richness1d,3
3362,richness2d,2
3363,richness1d,3
3363,richness2d,2
3364,richness1d,3
3364,richness2d,1
3366,richness1d,3
3366,richness2d,2
3367,richness1d,3
3367,richness2d,1
3368,richness1d,3
3368,richness2d,2
3369,richness1d,3
3369,richness2d,2
3370,richness1d,3
3370,richness2d,2
3371,richness1d,3
3371,richness2d,0
3372,richness1d,3
3372,richness2d,2
3373,richness1d,3
3373,richness2d,2
3375,richness1d,3
3375,richness2d,1
3376,richness1d,3
3376,richness2d,2
3377,richness1d,3
3377,richness2d,0
3378,richness1d,3
3378,richness2d,1
3379,richness1d,3
3379,richness2d,2
3380,richness1d,3
3380,richness2d,2
3381,richness1d,3
3381,richness2d,2
3382,richness1d,3
3382,richness2d,2
3383,richness1d,3
3383,richness2d,1
3384,richness1d,3
3384,richness2d,2
3385,richness1d,3
3385,richness2d,2
3386,richness1d,3
3386,richness2d,1
3387,richness1d,3
3387,richness2d,1
3388,richness1d,3
3388,richness2d,2
3390,richness1d,3
3390,richness2d,1
3391,richness1d,3
3391,richness2d,2
3392,richness1d,3
3392,richness2d,1
3393,richness1d,3
3393,richness2d,2
3395,richness1d,3
3395,richness2d,2
3396,richness1d,3
3396,richness2d,0
3397,richness1d,3
3397,richness2d,2
3398,richness1d,3
3398,richness2d,2
3399,richness1d,3
3399,richness2d,0
3400,richness1d,3
3400,richness2d,2
3401,richness1d,3
3401,richness2d,3
3402,richness1d,3
3402,richness2d,1
3403,richness1d,3
3403,richness2d,2
3404,richness1d,3
3404,richness2d,2
3405,richness1d,3
3405,richness2d,2
3406,richness1d,3
3406,richness2d,2
3407,richness1d,3
3407,richness2d,2
3408,richness1d,3
3408,richness2d,2
3409,richness1d,3
3409,richness2d,2
3410,richness1d,3
3410,richness2d,2
3411,richness1d,3
3411,richness2d,2
3412,richness1d,3
3412,richness2d,1
3413,richness1d,3
3413,richness2d,2
3414,richness1d,3
3414,richness2d,2
3415,richness1d,3
3415,richness2d,1
3416,richness1d,3
3416,richness2d,2
3417,richness1d,3
3417,richness2d,2
3418,richness1d,3
3418,richness2d,2
3419,richness1d,3
3419,richness2d,2
3422,richness1d,3
3422,richness2d,2
3423,richness1d,3
3423,richness2d,2
3425,richness1d,3
3425,richness2d,1
3426,richness1d,3
3426,richness2d,2
3428,richness1d,3
3428,richness2d,2
3429,richness1d,3
3429,richness2d,2
3430,richness1d,3
3430,richness2d,0
3431,richness1d,3
3431,richness2d,1
3432,richness1d,3
3432,richness2d,2
3433,richness1d,3
3433,richness2d,2
3434,richness1d,3
3434,richness2d,2
3435,richness1d,3
3435,richness2d,2
3436,richness1d,3
3436,richness2d,1
3437,richness1d,3
3437,richness2d,2
3438,richness1d,3
3438,richness2d,2
3439,richness1d,3
3439,richness2d,2
3440,richness1d,3
3440,richness2d,2
3441,richness1d,3
3441,richness2d,1
3442,richness1d,3
3442,richness2d,2
3443,richness1d,3
3443,richness2d,2
3444,richness1d,3
3444,richness2d,2
3445,richness1d,3
3445,richness2d,2
3446,richness1d,3
3446,richness2d,2
3447,richness1d,3
3447,richness2d,2
3448,richness1d,3
3448,richness2d,2
3450,richness1d,3
3450,richness2d,2
3451,richness1d,3
3451,richness2d,2
3453,richness1d,3
3453,richness2d,2
3454,richness1d,3
3454,richness2d,2
3455,richness1d,3
3455,richness2d,2
3456,richness1d,3
3456,richness2d,2
3457,richness1d,3
3457,richness2d,2
3458,richness1d,3
3458,richness2d,3
3459,richness1d,3
3459,richness2d,2
3460,richness1d,3
3460,richness2d,2
3461,richness1d,3
3461,richness2d,0
3462,richness1d,3
3462,richness2d,2
3463,richness1d,3
3463,richness2d,2
3464,richness1d,3
3464,richness2d,2
3465,richness1d,3
3465,richness2d,2
3466,richness1d,3
3466,richness2d,0
3467,richness1d,3
3467,richness2d,3
3468,richness1d,3
3468,richness2d,2
3469,richness1d,3
3469,richness2d,2
3470,richness1d,3
3470,richness2d,2
3471,richness1d,3
3471,richness2d,2
3473,richness1d,3
3473,richness2d,2
3474,richness1d,3
3474,richness2d,2
3475,richness1d,3
3475,richness2d,1
3477,richness1d,2
3477,richness2d,2
3478,richness1d,2
3478,richness2d,0
3479,richness1d,2
3479,richness2d,1
3480,richness1d,2
3480,richness2d,1
3481,richness1d,2
3481,richness2d,2
3482,richness1d,2
3482,richness2d,1
3483,richness1d,2
3483,richness2d,1
3484,richness1d,2
3484,richness2d,1
3485,richness1d,2
3485,richness2d,2
3486,richness1d,2
3486,richness2d,1
3489,richness1d,2
3489,richness2d,1
3490,richness1d,2
3490,richness2d,1
3492,richness1d,2
3492,richness2d,2
3493,richness1d,2
3493,richness2d,2
3494,richness1d,2
3494,richness2d,1
3495,richness1d,2
3495,richness2d,1
3496,richness1d,2
3496,richness2d,2
3497,richness1d,2
3497,richness2d,1
3498,richness1d,2
3498,richness2d,1
3499,richness1d,2
3499,richness2d,1
3500,richness1d,2
3500,richness2d,1
3501,richness1d,2
3501,richness2d,2
3502,richness1d,2
3502,richness2d,2
3503,richness1d,2
3503,richness2d,1
3504,richness1d,2
3504,richness2d,2
3505,richness1d,2
3505,richness2d,1
3506,richness1d,2
3506,richness2d,1
3507,richness1d,2
3507,richness2d,1
3509,richness1d,2
3509,richness2d,1
3510,richness1d,2
3510,richness2d,1
3511,richness1d,2
3511,richness2d,1
3512,richness1d,2
3512,richness2d,1
3513,richness1d,2
3513,richness2d,2
3514,richness1d,2
3514,richness2d,1
3515,richness1d,2
3515,richness2d,1
3516,richness1d,2
3516,richness2d,1
3517,richness1d,2
3517,richness2d,2
3518,richness1d,2
3518,richness2d,2
3520,richness1d,2
3520,richness2d,1
3521,richness1d,2
3521,richness2d,2
3522,richness1d,2
3522,richness2d,1
3523,richness1d,2
3523,richness2d,1
3524,richness1d,2
3524,richness2d,2
3526,richness1d,2
3526,richness2d,1
3527,richness1d,2
3527,richness2d,1
3528,richness1d,2
3528,richness2d,0
3529,richness1d,2
3529,richness2d,1
3530,richness1d,2
3530,richness2d,1
3531,richness1d,2
3531,richness2d,2
3532,richness1d,2
3532,richness2d,1
3533,richness1d,2
3533,richness2d,0
3534,richness1d,2
3534,richness2d,2
3535,richness1d,2
3535,richness2d,1
3536,richness1d,2
3536,richness2d,1
3537,richness1d,2
3537,richness2d,1
3538,richness1d,2
3538,richness2d,1
3540,richness1d,2
3540,richness2d,1
3541,richness1d,2
3541,richness2d,2
3542,richness1d,2
3542,richness2d,0
3543,richness1d,2
3543,richness2d,1
3544,richness1d,2
3544,richness2d,2
3546,richness1d,2
3546,richness2d,0
3547,richness1d,2
3547,richness2d,1
3548,richness1d,2
3548,richness2d,2
3550,richness1d,2
3550,richness2d,2
3551,richness1d,2
3551,richness2d,1
3552,richness1d,2
3552,richness2d,1
3553,richness1d,2
3553,richness2d,0
3554,richness1d,2
3554,richness2d,1
3555,richness1d,2
3555,richness2d,1
3556,richness1d,2
3556,richness2d,2
3557,richness1d,2
3557,richness2d,1
3559,richness1d,2
3559,richness2d,1
3560,richness1d,2
3560,richness2d,2
3561,richness1d,2
3561,richness2d,1
3562,richness1d,2
3562,richness2d,1
3563,richness1d,2
3563,richness2d,0
3564,richness1d,2
3564,richness2d,1
3565,richness1d,2
3565,richness2d,2
3566,richness1d,2
3566,richness2d,0
3567,richness1d,2
3567,richness2d,1
3568,richness1d,2
3568,richness2d,0
3569,richness1d,2
3569,richness2d,0
3570,richness1d,2
3570,richness2d,1
3571,richness1d,2
3571,richness2d,1
3572,richness1d,2
3572,richness2d,1
3573,richness1d,2
3573,richness2d,2
3574,richness1d,2
3574,richness2d,1
3575,richness1d,2
3575,richness2d,1
