"","ocean","dimension","type","species","mid","area","...7","...8","...9","mid_long_adjust","...11","...12","...13"
"103","pac","longitude","long_geog_range","Stichopathes spiessi",179.137655,54219914783700,NA,NA,NA,110.13,NA,NA,NA
"104","pac","longitude","long_planar_range","Stichopathes spiessi",179.137655,1.084401e+14,NA,NA,NA,110.13,NA,NA,NA
"105","pac","longitude","long_range","Stichopathes spiessi",179.137655,12748530.724628,3033456.124117,9715074.600511,12748530.724628,110.13,NA,NA,NA
"106","pac","longitude","long_geog_range","Stichopathes variabilis",155.686672,14542415933900,NA,NA,NA,137.68,NA,NA,NA
"107","pac","longitude","long_planar_range","Stichopathes variabilis",155.686672,29084996181300,NA,NA,NA,137.68,NA,NA,NA
"108","pac","longitude","long_range","Stichopathes variabilis",155.686672,5174730.612043,3504337.124894,1670393.487149,5174730.612043,137.68,NA,NA,NA
"109","pac","longitude","long_geog_range","Stylopathes columnaris",169.660188,18069845619800,NA,NA,NA,123.66,NA,NA,NA
"110","pac","longitude","long_planar_range","Stylopathes columnaris",169.660188,36140095544600,NA,NA,NA,123.66,NA,NA,NA
"111","pac","longitude","long_range","Stylopathes columnaris",169.660188,4018930.506719,488247.286619,3530683.2201,4018930.506719,123.66,NA,NA,NA
"112","pac","longitude","long_geog_range","Stylopathes tenuispina",140.977282,11397664402300,NA,NA,NA,152.97,NA,NA,NA
"113","pac","longitude","long_planar_range","Stylopathes tenuispina",140.977282,22795448328200,NA,NA,NA,152.97,NA,NA,NA
"114","pac","longitude","long_range","Stylopathes tenuispina",140.977282,6363448.781351,3318990.84064,3044457.940711,6363448.781351,152.97,NA,NA,NA
"115","pac","longitude","long_geog_range","Trissopathes pseudotristicha",-174.46213,73843207706200,NA,NA,NA,105.46,NA,NA,NA
"116","pac","longitude","long_planar_range","Trissopathes pseudotristicha",-174.46213,1.476864e+14,NA,NA,NA,105.46,NA,NA,NA
"117","pac","longitude","long_range","Trissopathes pseudotristicha",-174.46213,12364441.412,9892406.549344,2472034.862656,12364441.412,105.46,NA,NA,NA
"118","pac","longitude","long_geog_range","Trissopathes tetracrada",-167.975394,13867587544300,NA,NA,NA,98.97,NA,NA,NA
"119","pac","longitude","long_planar_range","Trissopathes tetracrada",-167.975394,27735199115500,NA,NA,NA,98.97,NA,NA,NA
"120","pac","longitude","long_range","Trissopathes tetracrada",-167.975394,9997269.620991,290543.98229,9706725.638701,9997269.620991,98.97,NA,NA,NA
"121","pac","longitude","long_geog_range","Trissopathes tristicha",161.688232,47133133949000,NA,NA,0,131.68,NA,NA,NA
"122","pac","longitude","long_planar_range","Trissopathes tristicha",161.688232,94266706914000,NA,NA,0,131.68,NA,NA,NA
"123","pac","longitude","long_range","Trissopathes tristicha",161.688232,8014446.739661,3253312.118433,4761134.621228,8014446.739661,131.68,NA,NA,NA
