depth,type,rich
3906,richness1d,4
3906,richness2d,2
3907,richness1d,4
3907,richness2d,1
3908,richness1d,4
3908,richness2d,2
3910,richness1d,4
3910,richness2d,2
3911,richness1d,4
3911,richness2d,4
3912,richness1d,4
3912,richness2d,3
3913,richness1d,4
3913,richness2d,3
3915,richness1d,4
3915,richness2d,4
3918,richness1d,4
3918,richness2d,2
3919,richness1d,4
3919,richness2d,2
3920,richness1d,4
3920,richness2d,4
3921,richness1d,4
3921,richness2d,2
3923,richness1d,4
3923,richness2d,1
3924,richness1d,4
3924,richness2d,4
3926,richness1d,4
3926,richness2d,4
3927,richness1d,4
3927,richness2d,2
3928,richness1d,4
3928,richness2d,1
3929,richness1d,4
3929,richness2d,1
3930,richness1d,4
3930,richness2d,2
3931,richness1d,4
3931,richness2d,2
3932,richness1d,4
3932,richness2d,1
3933,richness1d,4
3933,richness2d,2
3934,richness1d,4
3934,richness2d,4
3935,richness1d,4
3935,richness2d,4
3936,richness1d,4
3936,richness2d,4
3937,richness1d,4
3937,richness2d,2
3938,richness1d,4
3938,richness2d,3
3939,richness1d,4
3939,richness2d,3
3940,richness1d,4
3940,richness2d,2
3941,richness1d,4
3941,richness2d,2
3942,richness1d,4
3942,richness2d,2
3943,richness1d,4
3943,richness2d,4
3945,richness1d,4
3945,richness2d,1
3946,richness1d,4
3946,richness2d,4
3947,richness1d,4
3947,richness2d,4
3948,richness1d,4
3948,richness2d,3
3952,richness1d,4
3952,richness2d,2
3953,richness1d,4
3953,richness2d,3
3955,richness1d,4
3955,richness2d,1
3959,richness1d,4
3959,richness2d,4
3960,richness1d,4
3960,richness2d,2
3964,richness1d,4
3964,richness2d,4
3965,richness1d,4
3965,richness2d,4
3966,richness1d,4
3966,richness2d,4
3967,richness1d,4
3967,richness2d,1
3970,richness1d,4
3970,richness2d,3
3974,richness1d,4
3974,richness2d,1
3975,richness1d,4
3975,richness2d,1
3976,richness1d,4
3976,richness2d,3
3980,richness1d,4
3980,richness2d,4
3982,richness1d,4
3982,richness2d,1
3984,richness1d,4
3984,richness2d,1
3985,richness1d,4
3985,richness2d,4
3987,richness1d,4
3987,richness2d,3
3988,richness1d,4
3988,richness2d,4
3989,richness1d,4
3989,richness2d,2
3990,richness1d,4
3990,richness2d,2
3991,richness1d,4
3991,richness2d,1
3992,richness1d,4
3992,richness2d,2
3994,richness1d,4
3994,richness2d,4
3995,richness1d,4
3995,richness2d,3
3996,richness1d,4
3996,richness2d,2
3997,richness1d,4
3997,richness2d,4
3999,richness1d,4
3999,richness2d,3
4000,richness1d,4
4000,richness2d,4
4003,richness1d,4
4003,richness2d,3
4004,richness1d,4
4004,richness2d,1
4005,richness1d,4
4005,richness2d,4
4006,richness1d,4
4006,richness2d,1
4007,richness1d,4
4007,richness2d,4
4008,richness1d,4
4008,richness2d,1
4009,richness1d,4
4009,richness2d,4
4010,richness1d,4
4010,richness2d,4
4011,richness1d,4
4011,richness2d,3
4012,richness1d,4
4012,richness2d,2
4014,richness1d,4
4014,richness2d,4
4016,richness1d,4
4016,richness2d,3
4017,richness1d,4
4017,richness2d,4
4018,richness1d,4
4018,richness2d,3
4019,richness1d,4
4019,richness2d,3
4021,richness1d,4
4021,richness2d,4
4025,richness1d,4
4025,richness2d,4
4026,richness1d,4
4026,richness2d,4
4027,richness1d,4
4027,richness2d,2
4028,richness1d,4
4028,richness2d,4
4029,richness1d,4
4029,richness2d,1
4030,richness1d,4
4030,richness2d,2
4031,richness1d,4
4031,richness2d,4
4032,richness1d,4
4032,richness2d,4
4033,richness1d,4
4033,richness2d,4
4034,richness1d,4
4034,richness2d,2
4035,richness1d,4
4035,richness2d,2
4036,richness1d,4
4036,richness2d,1
4041,richness1d,4
4041,richness2d,2
4042,richness1d,4
4042,richness2d,1
4043,richness1d,4
4043,richness2d,4
4045,richness1d,4
4045,richness2d,4
4046,richness1d,4
4046,richness2d,4
4047,richness1d,4
4047,richness2d,4
4048,richness1d,4
4048,richness2d,1
4049,richness1d,4
4049,richness2d,4
4051,richness1d,4
4051,richness2d,2
4052,richness1d,4
4052,richness2d,3
4053,richness1d,4
4053,richness2d,4
4055,richness1d,4
4055,richness2d,4
4056,richness1d,4
4056,richness2d,3
4058,richness1d,4
4058,richness2d,1
4059,richness1d,4
4059,richness2d,4
4061,richness1d,4
4061,richness2d,1
4062,richness1d,4
4062,richness2d,3
4063,richness1d,4
4063,richness2d,3
4065,richness1d,4
4065,richness2d,4
4066,richness1d,4
4066,richness2d,4
4068,richness1d,4
4068,richness2d,1
4069,richness1d,4
4069,richness2d,2
4070,richness1d,4
4070,richness2d,4
4071,richness1d,4
4071,richness2d,3
4073,richness1d,4
4073,richness2d,1
4075,richness1d,4
4075,richness2d,4
4076,richness1d,4
4076,richness2d,3
4078,richness1d,4
4078,richness2d,4
4080,richness1d,4
4080,richness2d,4
4081,richness1d,4
4081,richness2d,4
4082,richness1d,4
4082,richness2d,3
4083,richness1d,4
4083,richness2d,3
4084,richness1d,4
4084,richness2d,2
4086,richness1d,4
4086,richness2d,1
4087,richness1d,4
4087,richness2d,4
4088,richness1d,4
4088,richness2d,4
4089,richness1d,4
4089,richness2d,3
4090,richness1d,4
4090,richness2d,3
4091,richness1d,4
4091,richness2d,2
4094,richness1d,4
4094,richness2d,2
4095,richness1d,4
4095,richness2d,2
4096,richness1d,4
4096,richness2d,4
4097,richness1d,4
4097,richness2d,4
4101,richness1d,4
4101,richness2d,4
4103,richness1d,4
4103,richness2d,4
4105,richness1d,4
4105,richness2d,4
4106,richness1d,4
4106,richness2d,1
4108,richness1d,4
4108,richness2d,4
4109,richness1d,4
4109,richness2d,4
4110,richness1d,4
4110,richness2d,2
4111,richness1d,4
4111,richness2d,2
4112,richness1d,4
4112,richness2d,2
4113,richness1d,4
4113,richness2d,4
4114,richness1d,4
4114,richness2d,4
4117,richness1d,4
4117,richness2d,2
4118,richness1d,4
4118,richness2d,2
4119,richness1d,4
4119,richness2d,4
4121,richness1d,4
4121,richness2d,3
4122,richness1d,4
4122,richness2d,2
4123,richness1d,4
4123,richness2d,3
4124,richness1d,4
4124,richness2d,4
4125,richness1d,4
4125,richness2d,1
4126,richness1d,4
4126,richness2d,4
4128,richness1d,4
4128,richness2d,4
4129,richness1d,4
4129,richness2d,2
4130,richness1d,4
4130,richness2d,4
4131,richness1d,4
4131,richness2d,2
4132,richness1d,4
4132,richness2d,2
4133,richness1d,4
4133,richness2d,3
4134,richness1d,4
4134,richness2d,4
4135,richness1d,4
4135,richness2d,4
4137,richness1d,4
4137,richness2d,4
4138,richness1d,4
4138,richness2d,1
4139,richness1d,4
4139,richness2d,4
4141,richness1d,4
4141,richness2d,3
4143,richness1d,4
4143,richness2d,4
4144,richness1d,4
4144,richness2d,3
4146,richness1d,4
4146,richness2d,4
4147,richness1d,4
4147,richness2d,4
4150,richness1d,4
4150,richness2d,3
4152,richness1d,4
4152,richness2d,4
4153,richness1d,4
4153,richness2d,4
4154,richness1d,4
4154,richness2d,4
4155,richness1d,4
4155,richness2d,2
4157,richness1d,4
4157,richness2d,1
4158,richness1d,4
4158,richness2d,4
4160,richness1d,4
4160,richness2d,4
4161,richness1d,4
4161,richness2d,2
4162,richness1d,4
4162,richness2d,4
4163,richness1d,4
4163,richness2d,1
4164,richness1d,4
4164,richness2d,4
4166,richness1d,4
4166,richness2d,1
4167,richness1d,4
4167,richness2d,1
4168,richness1d,4
4168,richness2d,4
4169,richness1d,4
4169,richness2d,4
4170,richness1d,4
4170,richness2d,4
4172,richness1d,4
4172,richness2d,2
4173,richness1d,4
4173,richness2d,2
4174,richness1d,4
4174,richness2d,4
4175,richness1d,4
4175,richness2d,1
4180,richness1d,4
4180,richness2d,1
4181,richness1d,4
4181,richness2d,4
4182,richness1d,4
4182,richness2d,2
4183,richness1d,4
4183,richness2d,4
4184,richness1d,4
4184,richness2d,1
4185,richness1d,4
4185,richness2d,3
4187,richness1d,4
4187,richness2d,2
4188,richness1d,4
4188,richness2d,2
4189,richness1d,4
4189,richness2d,1
4190,richness1d,4
4190,richness2d,4
4192,richness1d,4
4192,richness2d,4
4193,richness1d,4
4193,richness2d,3
4194,richness1d,4
4194,richness2d,4
4195,richness1d,4
4195,richness2d,1
4196,richness1d,4
4196,richness2d,2
4197,richness1d,4
4197,richness2d,2
4199,richness1d,4
4199,richness2d,3
4200,richness1d,4
4200,richness2d,2
4201,richness1d,4
4201,richness2d,2
4202,richness1d,4
4202,richness2d,2
4204,richness1d,4
4204,richness2d,3
4205,richness1d,4
4205,richness2d,3
4206,richness1d,4
4206,richness2d,4
4209,richness1d,4
4209,richness2d,4
4212,richness1d,4
4212,richness2d,4
4213,richness1d,4
4213,richness2d,2
4214,richness1d,4
4214,richness2d,3
4215,richness1d,4
4215,richness2d,3
4216,richness1d,4
4216,richness2d,2
4217,richness1d,4
4217,richness2d,3
4218,richness1d,4
4218,richness2d,4
4220,richness1d,4
4220,richness2d,3
4221,richness1d,4
4221,richness2d,3
4222,richness1d,4
4222,richness2d,4
4224,richness1d,4
4224,richness2d,2
4225,richness1d,4
4225,richness2d,2
4228,richness1d,4
4228,richness2d,4
4229,richness1d,4
4229,richness2d,1
4230,richness1d,4
4230,richness2d,3
4231,richness1d,4
4231,richness2d,4
4232,richness1d,4
4232,richness2d,4
4234,richness1d,4
4234,richness2d,1
4235,richness1d,4
4235,richness2d,4
4236,richness1d,4
4236,richness2d,2
4238,richness1d,4
4238,richness2d,4
4239,richness1d,4
4239,richness2d,3
4241,richness1d,4
4241,richness2d,4
4242,richness1d,4
4242,richness2d,4
4243,richness1d,4
4243,richness2d,4
4244,richness1d,4
4244,richness2d,1
4246,richness1d,4
4246,richness2d,3
4248,richness1d,4
4248,richness2d,4
4249,richness1d,4
4249,richness2d,2
4250,richness1d,4
4250,richness2d,2
4251,richness1d,4
4251,richness2d,4
4252,richness1d,4
4252,richness2d,4
4253,richness1d,4
4253,richness2d,4
4254,richness1d,4
4254,richness2d,4
4255,richness1d,4
4255,richness2d,4
4256,richness1d,4
4256,richness2d,4
4257,richness1d,4
4257,richness2d,4
4258,richness1d,4
4258,richness2d,4
4259,richness1d,4
4259,richness2d,3
4260,richness1d,4
4260,richness2d,1
4262,richness1d,4
4262,richness2d,4
4263,richness1d,4
4263,richness2d,1
4264,richness1d,4
4264,richness2d,3
4268,richness1d,4
4268,richness2d,2
4269,richness1d,4
4269,richness2d,1
4274,richness1d,4
4274,richness2d,4
4275,richness1d,4
4275,richness2d,2
4276,richness1d,4
4276,richness2d,2
4277,richness1d,4
4277,richness2d,1
4278,richness1d,4
4278,richness2d,1
4279,richness1d,4
4279,richness2d,2
4280,richness1d,4
4280,richness2d,4
4282,richness1d,4
4282,richness2d,1
4284,richness1d,4
4284,richness2d,1
4287,richness1d,4
4287,richness2d,1
4288,richness1d,4
4288,richness2d,2
4289,richness1d,4
4289,richness2d,4
4290,richness1d,4
4290,richness2d,1
4291,richness1d,4
4291,richness2d,4
4292,richness1d,4
4292,richness2d,2
4294,richness1d,4
4294,richness2d,4
4295,richness1d,4
4295,richness2d,1
4297,richness1d,4
4297,richness2d,2
4298,richness1d,4
4298,richness2d,3
4299,richness1d,4
4299,richness2d,1
4300,richness1d,4
4300,richness2d,4
4302,richness1d,4
4302,richness2d,4
4304,richness1d,4
4304,richness2d,3
4306,richness1d,4
4306,richness2d,3
4307,richness1d,4
4307,richness2d,3
4308,richness1d,4
4308,richness2d,3
4309,richness1d,4
4309,richness2d,4
4310,richness1d,4
4310,richness2d,1
4311,richness1d,4
4311,richness2d,4
4312,richness1d,4
4312,richness2d,3
4313,richness1d,4
4313,richness2d,4
4314,richness1d,4
4314,richness2d,4
4317,richness1d,4
4317,richness2d,1
4319,richness1d,4
4319,richness2d,2
4320,richness1d,4
4320,richness2d,3
4322,richness1d,4
4322,richness2d,3
4323,richness1d,4
4323,richness2d,1
4324,richness1d,4
4324,richness2d,4
4326,richness1d,4
4326,richness2d,3
4327,richness1d,4
4327,richness2d,4
4328,richness1d,4
4328,richness2d,4
4329,richness1d,4
4329,richness2d,3
4330,richness1d,4
4330,richness2d,2
4333,richness1d,4
4333,richness2d,2
4334,richness1d,4
4334,richness2d,4
4335,richness1d,4
4335,richness2d,2
4336,richness1d,4
4336,richness2d,2
4337,richness1d,4
4337,richness2d,4
4340,richness1d,4
4340,richness2d,4
4341,richness1d,4
4341,richness2d,4
4342,richness1d,4
4342,richness2d,1
4343,richness1d,4
4343,richness2d,1
4344,richness1d,4
4344,richness2d,4
4345,richness1d,4
4345,richness2d,4
4346,richness1d,4
4346,richness2d,4
4347,richness1d,4
4347,richness2d,1
4348,richness1d,4
4348,richness2d,4
4349,richness1d,4
4349,richness2d,4
4350,richness1d,4
4350,richness2d,2
4351,richness1d,4
4351,richness2d,4
4352,richness1d,4
4352,richness2d,1
4353,richness1d,4
4353,richness2d,4
4354,richness1d,4
4354,richness2d,4
4356,richness1d,4
4356,richness2d,2
4357,richness1d,4
4357,richness2d,3
4358,richness1d,4
4358,richness2d,2
4359,richness1d,4
4359,richness2d,3
4360,richness1d,4
4360,richness2d,3
4361,richness1d,4
4361,richness2d,4
4362,richness1d,4
4362,richness2d,4
4363,richness1d,4
4363,richness2d,4
4365,richness1d,4
4365,richness2d,4
4366,richness1d,4
4366,richness2d,1
4368,richness1d,4
4368,richness2d,4
4369,richness1d,4
4369,richness2d,4
4370,richness1d,4
4370,richness2d,4
4371,richness1d,4
4371,richness2d,1
4372,richness1d,4
4372,richness2d,3
4374,richness1d,4
4374,richness2d,4
4375,richness1d,4
4375,richness2d,3
4376,richness1d,4
4376,richness2d,4
4378,richness1d,4
4378,richness2d,4
4380,richness1d,4
4380,richness2d,3
4381,richness1d,4
4381,richness2d,4
4382,richness1d,4
4382,richness2d,4
4383,richness1d,4
4383,richness2d,4
4384,richness1d,4
4384,richness2d,3
4387,richness1d,4
4387,richness2d,1
4389,richness1d,4
4389,richness2d,3
4390,richness1d,4
4390,richness2d,4
4392,richness1d,4
4392,richness2d,4
4393,richness1d,4
4393,richness2d,4
4395,richness1d,4
4395,richness2d,4
4396,richness1d,4
4396,richness2d,1
4397,richness1d,4
4397,richness2d,3
4398,richness1d,4
4398,richness2d,4
4399,richness1d,4
4399,richness2d,4
4401,richness1d,4
4401,richness2d,1
4402,richness1d,4
4402,richness2d,3
4403,richness1d,4
4403,richness2d,3
4404,richness1d,4
4404,richness2d,4
4405,richness1d,4
4405,richness2d,4
4406,richness1d,4
4406,richness2d,4
4407,richness1d,4
4407,richness2d,4
4408,richness1d,4
4408,richness2d,4
4409,richness1d,4
4409,richness2d,4
4410,richness1d,4
4410,richness2d,3
4411,richness1d,4
4411,richness2d,2
4412,richness1d,4
4412,richness2d,1
4413,richness1d,4
4413,richness2d,2
4414,richness1d,4
4414,richness2d,4
4416,richness1d,4
4416,richness2d,3
4417,richness1d,4
4417,richness2d,1
4419,richness1d,4
4419,richness2d,2
4420,richness1d,4
4420,richness2d,4
4422,richness1d,4
4422,richness2d,4
4423,richness1d,4
4423,richness2d,2
4424,richness1d,4
4424,richness2d,1
4427,richness1d,4
4427,richness2d,3
4429,richness1d,4
4429,richness2d,1
4430,richness1d,4
4430,richness2d,3
4431,richness1d,4
4431,richness2d,1
4433,richness1d,4
4433,richness2d,4
4434,richness1d,4
4434,richness2d,3
4435,richness1d,4
4435,richness2d,4
4436,richness1d,4
4436,richness2d,3
4437,richness1d,4
4437,richness2d,4
4438,richness1d,4
4438,richness2d,2
4439,richness1d,4
4439,richness2d,3
4441,richness1d,4
4441,richness2d,4
4442,richness1d,4
4442,richness2d,4
4443,richness1d,4
4443,richness2d,2
4444,richness1d,4
4444,richness2d,4
4445,richness1d,4
4445,richness2d,3
4449,richness1d,4
4449,richness2d,4
4450,richness1d,4
4450,richness2d,4
4451,richness1d,4
4451,richness2d,4
4453,richness1d,4
4453,richness2d,4
4456,richness1d,4
4456,richness2d,3
4458,richness1d,4
4458,richness2d,4
4460,richness1d,4
4460,richness2d,2
4461,richness1d,4
4461,richness2d,4
4463,richness1d,4
4463,richness2d,3
4464,richness1d,4
4464,richness2d,4
4465,richness1d,4
4465,richness2d,4
4467,richness1d,4
4467,richness2d,3
4471,richness1d,4
4471,richness2d,1
4472,richness1d,4
4472,richness2d,2
4473,richness1d,4
4473,richness2d,4
4474,richness1d,4
4474,richness2d,1
4477,richness1d,4
4477,richness2d,2
4479,richness1d,4
4479,richness2d,4
4482,richness1d,4
4482,richness2d,2
4483,richness1d,4
4483,richness2d,4
4484,richness1d,4
4484,richness2d,4
4485,richness1d,4
4485,richness2d,3
4486,richness1d,4
4486,richness2d,4
4489,richness1d,4
4489,richness2d,1
4490,richness1d,4
4490,richness2d,1
4492,richness1d,4
4492,richness2d,3
4493,richness1d,4
4493,richness2d,4
4495,richness1d,4
4495,richness2d,4
4496,richness1d,4
4496,richness2d,1
4498,richness1d,4
4498,richness2d,3
4499,richness1d,4
4499,richness2d,4
4501,richness1d,4
4501,richness2d,4
4502,richness1d,4
4502,richness2d,1
4503,richness1d,4
4503,richness2d,2
4504,richness1d,4
4504,richness2d,1
4507,richness1d,4
4507,richness2d,3
4508,richness1d,4
4508,richness2d,3
4511,richness1d,4
4511,richness2d,4
4512,richness1d,4
4512,richness2d,4
4513,richness1d,4
4513,richness2d,4
4514,richness1d,4
4514,richness2d,4
4515,richness1d,4
4515,richness2d,2
4516,richness1d,4
4516,richness2d,4
4518,richness1d,4
4518,richness2d,4
4519,richness1d,4
4519,richness2d,3
4520,richness1d,4
4520,richness2d,4
4521,richness1d,4
4521,richness2d,4
4525,richness1d,4
4525,richness2d,3
4526,richness1d,4
4526,richness2d,3
4527,richness1d,4
4527,richness2d,3
4528,richness1d,4
4528,richness2d,4
4529,richness1d,4
4529,richness2d,1
4530,richness1d,4
4530,richness2d,3
4531,richness1d,4
4531,richness2d,2
4532,richness1d,4
4532,richness2d,2
4533,richness1d,4
4533,richness2d,4
4535,richness1d,4
4535,richness2d,3
4536,richness1d,4
4536,richness2d,2
4537,richness1d,4
4537,richness2d,4
4540,richness1d,4
4540,richness2d,4
4542,richness1d,4
4542,richness2d,1
4543,richness1d,4
4543,richness2d,4
4544,richness1d,4
4544,richness2d,1
4546,richness1d,4
4546,richness2d,2
4549,richness1d,4
4549,richness2d,4
4550,richness1d,4
4550,richness2d,4
4551,richness1d,4
4551,richness2d,4
4552,richness1d,4
4552,richness2d,4
4553,richness1d,4
4553,richness2d,4
4556,richness1d,4
4556,richness2d,2
4557,richness1d,4
4557,richness2d,4
4558,richness1d,4
4558,richness2d,4
4561,richness1d,4
4561,richness2d,3
4562,richness1d,4
4562,richness2d,2
4564,richness1d,4
4564,richness2d,4
4565,richness1d,4
4565,richness2d,3
4566,richness1d,4
4566,richness2d,2
4567,richness1d,4
4567,richness2d,4
4568,richness1d,4
4568,richness2d,3
4569,richness1d,4
4569,richness2d,4
4570,richness1d,4
4570,richness2d,4
4571,richness1d,4
4571,richness2d,4
4572,richness1d,4
4572,richness2d,4
4574,richness1d,4
4574,richness2d,4
4581,richness1d,4
4581,richness2d,2
4582,richness1d,4
4582,richness2d,2
4584,richness1d,4
4584,richness2d,4
4585,richness1d,4
4585,richness2d,1
4588,richness1d,4
4588,richness2d,1
4589,richness1d,4
4589,richness2d,3
4595,richness1d,4
4595,richness2d,1
4596,richness1d,4
4596,richness2d,4
4597,richness1d,4
4597,richness2d,4
4598,richness1d,4
4598,richness2d,1
4599,richness1d,4
4599,richness2d,3
4600,richness1d,4
4600,richness2d,4
4604,richness1d,4
4604,richness2d,1
4605,richness1d,4
4605,richness2d,4
4606,richness1d,4
4606,richness2d,4
4607,richness1d,4
4607,richness2d,4
4608,richness1d,4
4608,richness2d,4
4609,richness1d,4
4609,richness2d,4
4610,richness1d,4
4610,richness2d,1
4611,richness1d,4
4611,richness2d,4
4612,richness1d,4
4612,richness2d,4
4613,richness1d,4
4613,richness2d,4
4614,richness1d,4
4614,richness2d,1
4615,richness1d,4
4615,richness2d,3
4616,richness1d,4
4616,richness2d,4
4617,richness1d,4
4617,richness2d,1
4618,richness1d,4
4618,richness2d,1
4619,richness1d,4
4619,richness2d,4
4621,richness1d,4
4621,richness2d,2
4622,richness1d,4
4622,richness2d,3
4623,richness1d,4
4623,richness2d,2
4624,richness1d,4
4624,richness2d,1
4625,richness1d,4
4625,richness2d,4
4628,richness1d,4
4628,richness2d,4
4629,richness1d,4
4629,richness2d,1
4630,richness1d,4
4630,richness2d,2
4631,richness1d,4
4631,richness2d,4
4633,richness1d,4
4633,richness2d,3
4634,richness1d,4
4634,richness2d,4
4635,richness1d,4
4635,richness2d,2
4636,richness1d,4
4636,richness2d,3
4638,richness1d,4
4638,richness2d,4
4640,richness1d,4
4640,richness2d,2
4641,richness1d,4
4641,richness2d,2
4643,richness1d,4
4643,richness2d,4
4645,richness1d,4
4645,richness2d,4
4646,richness1d,4
4646,richness2d,3
4647,richness1d,4
4647,richness2d,1
4650,richness1d,4
4650,richness2d,4
4651,richness1d,4
4651,richness2d,3
4652,richness1d,4
4652,richness2d,4
4654,richness1d,4
4654,richness2d,1
4656,richness1d,4
4656,richness2d,3
4657,richness1d,4
4657,richness2d,2
4659,richness1d,4
4659,richness2d,4
4660,richness1d,4
4660,richness2d,4
4662,richness1d,4
4662,richness2d,1
4664,richness1d,4
4664,richness2d,3
4665,richness1d,4
4665,richness2d,4
4666,richness1d,4
4666,richness2d,4
4667,richness1d,4
4667,richness2d,4
4668,richness1d,4
4668,richness2d,2
4670,richness1d,4
4670,richness2d,1
4671,richness1d,4
4671,richness2d,4
4673,richness1d,4
4673,richness2d,4
4674,richness1d,4
4674,richness2d,3
4675,richness1d,4
4675,richness2d,4
4676,richness1d,4
4676,richness2d,4
4677,richness1d,4
4677,richness2d,3
4678,richness1d,4
4678,richness2d,1
4680,richness1d,4
4680,richness2d,2
4682,richness1d,4
4682,richness2d,4
4683,richness1d,4
4683,richness2d,3
4684,richness1d,4
4684,richness2d,4
4685,richness1d,4
4685,richness2d,2
4686,richness1d,4
4686,richness2d,1
4688,richness1d,4
4688,richness2d,1
4690,richness1d,4
4690,richness2d,3
4692,richness1d,4
4692,richness2d,1
4694,richness1d,4
4694,richness2d,4
4695,richness1d,4
4695,richness2d,4
4696,richness1d,4
4696,richness2d,1
4698,richness1d,4
4698,richness2d,4
4699,richness1d,4
4699,richness2d,3
4700,richness1d,4
4700,richness2d,4
4701,richness1d,4
4701,richness2d,1
4702,richness1d,4
4702,richness2d,3
4703,richness1d,4
4703,richness2d,3
4704,richness1d,4
4704,richness2d,4
4705,richness1d,4
4705,richness2d,4
4708,richness1d,4
4708,richness2d,4
4709,richness1d,4
4709,richness2d,4
4710,richness1d,4
4710,richness2d,1
4712,richness1d,4
4712,richness2d,4
4714,richness1d,4
4714,richness2d,2
4715,richness1d,4
4715,richness2d,3
4716,richness1d,4
4716,richness2d,2
4717,richness1d,4
4717,richness2d,4
4718,richness1d,4
4718,richness2d,4
4721,richness1d,4
4721,richness2d,4
4723,richness1d,4
4723,richness2d,1
4724,richness1d,4
4724,richness2d,4
4725,richness1d,4
4725,richness2d,1
4727,richness1d,4
4727,richness2d,4
4728,richness1d,4
4728,richness2d,3
4729,richness1d,4
4729,richness2d,4
4732,richness1d,4
4732,richness2d,1
4733,richness1d,4
4733,richness2d,1
4734,richness1d,4
4734,richness2d,3
4736,richness1d,4
4736,richness2d,1
4737,richness1d,4
4737,richness2d,1
4740,richness1d,4
4740,richness2d,3
4741,richness1d,4
4741,richness2d,4
4744,richness1d,4
4744,richness2d,1
4745,richness1d,4
4745,richness2d,4
4746,richness1d,4
4746,richness2d,4
4747,richness1d,4
4747,richness2d,1
4748,richness1d,4
4748,richness2d,3
4749,richness1d,4
4749,richness2d,4
4750,richness1d,4
4750,richness2d,2
4753,richness1d,4
4753,richness2d,3
4757,richness1d,4
4757,richness2d,3
4759,richness1d,4
4759,richness2d,4
4760,richness1d,4
4760,richness2d,4
4763,richness1d,4
4763,richness2d,4
4764,richness1d,4
4764,richness2d,1
4765,richness1d,4
4765,richness2d,4
4767,richness1d,4
4767,richness2d,1
4768,richness1d,4
4768,richness2d,4
4771,richness1d,4
4771,richness2d,1
4772,richness1d,4
4772,richness2d,3
4773,richness1d,4
4773,richness2d,1
4775,richness1d,4
4775,richness2d,4
4776,richness1d,4
4776,richness2d,4
4777,richness1d,4
4777,richness2d,3
4778,richness1d,4
4778,richness2d,4
4779,richness1d,4
4779,richness2d,3
4781,richness1d,4
4781,richness2d,1
4782,richness1d,4
4782,richness2d,4
4783,richness1d,4
4783,richness2d,4
4784,richness1d,4
4784,richness2d,3
4785,richness1d,4
4785,richness2d,4
4787,richness1d,4
4787,richness2d,2
4788,richness1d,4
4788,richness2d,4
4789,richness1d,4
4789,richness2d,2
4790,richness1d,4
4790,richness2d,4
4792,richness1d,4
4792,richness2d,4
4794,richness1d,4
4794,richness2d,4
4796,richness1d,4
4796,richness2d,4
4797,richness1d,4
4797,richness2d,2
4798,richness1d,4
4798,richness2d,1
4799,richness1d,4
4799,richness2d,4
4800,richness1d,4
4800,richness2d,4
4801,richness1d,4
4801,richness2d,3
4802,richness1d,4
4802,richness2d,3
4803,richness1d,4
4803,richness2d,2
4804,richness1d,4
4804,richness2d,4
4805,richness1d,4
4805,richness2d,4
4806,richness1d,4
4806,richness2d,4
4807,richness1d,4
4807,richness2d,1
4808,richness1d,4
4808,richness2d,3
4809,richness1d,4
4809,richness2d,1
4810,richness1d,4
4810,richness2d,2
4813,richness1d,4
4813,richness2d,4
4814,richness1d,4
4814,richness2d,4
4815,richness1d,4
4815,richness2d,4
4816,richness1d,4
4816,richness2d,3
4817,richness1d,4
4817,richness2d,4
4820,richness1d,4
4820,richness2d,4
4821,richness1d,4
4821,richness2d,4
4822,richness1d,4
4822,richness2d,4
4823,richness1d,4
4823,richness2d,1
4824,richness1d,4
4824,richness2d,4
4827,richness1d,4
4827,richness2d,4
4828,richness1d,4
4828,richness2d,4
4829,richness1d,4
4829,richness2d,4
4830,richness1d,4
4830,richness2d,3
4831,richness1d,4
4831,richness2d,4
4833,richness1d,4
4833,richness2d,4
4834,richness1d,4
4834,richness2d,4
4835,richness1d,4
4835,richness2d,4
4836,richness1d,4
4836,richness2d,3
4838,richness1d,4
4838,richness2d,4
4839,richness1d,4
4839,richness2d,1
4840,richness1d,4
4840,richness2d,3
4842,richness1d,4
4842,richness2d,3
4843,richness1d,4
4843,richness2d,4
4846,richness1d,4
4846,richness2d,4
4847,richness1d,4
4847,richness2d,2
4848,richness1d,4
4848,richness2d,4
4851,richness1d,4
4851,richness2d,4
4852,richness1d,4
4852,richness2d,2
4853,richness1d,4
4853,richness2d,4
4857,richness1d,4
4857,richness2d,4
4858,richness1d,4
4858,richness2d,3
4859,richness1d,4
4859,richness2d,4
4860,richness1d,4
4860,richness2d,4
4861,richness1d,4
4861,richness2d,4
4863,richness1d,4
4863,richness2d,1
4864,richness1d,4
4864,richness2d,3
4865,richness1d,4
4865,richness2d,4
4866,richness1d,4
4866,richness2d,2
4867,richness1d,4
4867,richness2d,4
4868,richness1d,4
4868,richness2d,3
4869,richness1d,4
4869,richness2d,3
4871,richness1d,4
4871,richness2d,4
4872,richness1d,4
4872,richness2d,3
4873,richness1d,4
4873,richness2d,2
4875,richness1d,4
4875,richness2d,3
4877,richness1d,4
4877,richness2d,4
4878,richness1d,4
4878,richness2d,3
4881,richness1d,4
4881,richness2d,3
4883,richness1d,4
4883,richness2d,4
4884,richness1d,4
4884,richness2d,4
4886,richness1d,4
4886,richness2d,3
4887,richness1d,4
4887,richness2d,2
4888,richness1d,4
4888,richness2d,4
4890,richness1d,4
4890,richness2d,2
4892,richness1d,4
4892,richness2d,4
4893,richness1d,4
