TARGET_FID,richness,species,depth,x,y
-4565,18,Abyssopathes lyra,1725.749878,157.5,-3.5
-4565,18,Alternatipathes alternata,1725.749878,157.5,-3.5
-4565,18,Schizopathes affinis,1725.749878,157.5,-3.5
-4564,18,Cirrhipathes anguina,1789.75,156.5,-3.5
-4564,18,Cirrhipathes spiralis,1789.75,156.5,-3.5
-4564,18,Dendropathes intermedia,1789.75,156.5,-3.5
-4564,18,Myriopathes ulex,1789.75,156.5,-3.5
-4564,18,Schizopathes affinis,1789.75,156.5,-3.5
-4564,18,Alternatipathes alternata,1789.75,156.5,-3.5
-4564,18,Myriopathes myriophylla,1789.75,156.5,-3.5
-4564,18,Antipathes densa,1789.75,156.5,-3.5
-4564,18,Antipathes grandis,1789.75,156.5,-3.5
-4564,18,Antipathes pauroclema,1789.75,156.5,-3.5
-4564,18,Antipathes curvata,1789.75,156.5,-3.5
-4564,18,Bathypathes patula,1789.75,156.5,-3.5
-4564,18,Stylopathes columnaris,1789.75,156.5,-3.5
-4564,18,Trissopathes pseudotristicha,1789.75,156.5,-3.5
-4564,18,Stichopathes spiessi,1789.75,156.5,-3.5
-4564,18,Stichopathes variabilis,1789.75,156.5,-3.5
-4564,18,Trissopathes tristicha,1789.75,156.5,-3.5
-4564,18,Antipathes sarothrum,1789.75,156.5,-3.5
-4563,18,Schizopathes affinis,2084,155.5,-3.5
-4563,18,Stichopathes spiessi,2084,155.5,-3.5
-4563,18,Trissopathes pseudotristicha,2084,155.5,-3.5
-4563,18,Trissopathes tristicha,2084,155.5,-3.5
-4563,18,Stichopathes variabilis,2084,155.5,-3.5
-4563,18,Stylopathes columnaris,2084,155.5,-3.5
-4563,18,Dendropathes intermedia,2084,155.5,-3.5
-4563,18,Myriopathes myriophylla,2084,155.5,-3.5
-4563,18,Myriopathes ulex,2084,155.5,-3.5
-4563,18,Cirrhipathes spiralis,2084,155.5,-3.5
-4563,18,Alternatipathes alternata,2084,155.5,-3.5
-4563,18,Antipathes curvata,2084,155.5,-3.5
-4563,18,Antipathes densa,2084,155.5,-3.5
-4563,18,Antipathes grandis,2084,155.5,-3.5
-4563,18,Antipathes pauroclema,2084,155.5,-3.5
-4563,18,Antipathes sarothrum,2084,155.5,-3.5
-4563,18,Bathypathes patula,2084,155.5,-3.5
-4563,18,Cirrhipathes anguina,2084,155.5,-3.5
-4562,18,Antipathes curvata,1695.500122,154.5,-3.5
-4562,18,Antipathes densa,1695.500122,154.5,-3.5
-4562,18,Antipathes grandis,1695.500122,154.5,-3.5
-4562,18,Antipathes pauroclema,1695.500122,154.5,-3.5
-4562,18,Alternatipathes alternata,1695.500122,154.5,-3.5
-4562,18,Stichopathes variabilis,1695.500122,154.5,-3.5
-4562,18,Stylopathes columnaris,1695.500122,154.5,-3.5
-4562,18,Trissopathes pseudotristicha,1695.500122,154.5,-3.5
-4562,18,Trissopathes tristicha,1695.500122,154.5,-3.5
-4562,18,Antipathes sarothrum,1695.500122,154.5,-3.5
-4562,18,Bathypathes patula,1695.500122,154.5,-3.5
-4562,18,Cirrhipathes anguina,1695.500122,154.5,-3.5
-4562,18,Cirrhipathes spiralis,1695.500122,154.5,-3.5
-4562,18,Dendropathes intermedia,1695.500122,154.5,-3.5
-4562,18,Myriopathes myriophylla,1695.500122,154.5,-3.5
-4562,18,Myriopathes ulex,1695.500122,154.5,-3.5
-4562,18,Schizopathes affinis,1695.500122,154.5,-3.5
-4562,18,Stichopathes spiessi,1695.500122,154.5,-3.5
-4561,19,Bathypathes patula,2589.75,153.5,-3.5
-4561,19,Cirrhipathes anguina,2589.75,153.5,-3.5
-4561,19,Cirrhipathes spiralis,2589.75,153.5,-3.5
-4561,19,Dendropathes intermedia,2589.75,153.5,-3.5
-4561,19,Myriopathes myriophylla,2589.75,153.5,-3.5
-4561,19,Myriopathes ulex,2589.75,153.5,-3.5
-4561,19,Schizopathes affinis,2589.75,153.5,-3.5
-4561,19,Stichopathes spiessi,2589.75,153.5,-3.5
-4561,19,Stichopathes variabilis,2589.75,153.5,-3.5
-4561,19,Stylopathes columnaris,2589.75,153.5,-3.5
-4561,19,Trissopathes pseudotristicha,2589.75,153.5,-3.5
-4561,19,Trissopathes tristicha,2589.75,153.5,-3.5
-4561,19,Antipathes sarothrum,2589.75,153.5,-3.5
-4561,19,Antipathes pauroclema,2589.75,153.5,-3.5
-4561,19,Antipathes curvata,2589.75,153.5,-3.5
-4561,19,Antipathes densa,2589.75,153.5,-3.5
-4561,19,Antipathes flabellum,2589.75,153.5,-3.5
-4561,19,Alternatipathes alternata,2589.75,153.5,-3.5
-4561,19,Antipathes grandis,2589.75,153.5,-3.5
-4560,17,Dendropathes intermedia,906.2497559,152.5,-3.5
-4560,17,Myriopathes myriophylla,906.2497559,152.5,-3.5
-4560,17,Myriopathes ulex,906.2497559,152.5,-3.5
-4560,17,Antipathes curvata,906.2497559,152.5,-3.5
-4560,17,Antipathes densa,906.2497559,152.5,-3.5
-4560,17,Antipathes flabellum,906.2497559,152.5,-3.5
-4560,17,Alternatipathes alternata,906.2497559,152.5,-3.5
-4560,17,Cirrhipathes spiralis,906.2497559,152.5,-3.5
-4560,17,Stichopathes spiessi,906.2497559,152.5,-3.5
-4560,17,Stichopathes variabilis,906.2497559,152.5,-3.5
-4560,17,Trissopathes tristicha,906.2497559,152.5,-3.5
-4560,17,Schizopathes affinis,906.2497559,152.5,-3.5
-4560,17,Antipathes pauroclema,906.2497559,152.5,-3.5
-4560,17,Antipathes sarothrum,906.2497559,152.5,-3.5
-4560,17,Bathypathes patula,906.2497559,152.5,-3.5
-4560,17,Antipathes grandis,906.2497559,152.5,-3.5
-4560,17,Cirrhipathes anguina,906.2497559,152.5,-3.5
-4559,17,Antipathes curvata,2282.5,151.5,-3.5
-4559,17,Antipathes densa,2282.5,151.5,-3.5
-4559,17,Antipathes flabellum,2282.5,151.5,-3.5
-4559,17,Alternatipathes alternata,2282.5,151.5,-3.5
-4559,17,Stichopathes spiessi,2282.5,151.5,-3.5
-4559,17,Stichopathes variabilis,2282.5,151.5,-3.5
-4559,17,Trissopathes tristicha,2282.5,151.5,-3.5
-4559,17,Antipathes grandis,2282.5,151.5,-3.5
-4559,17,Antipathes pauroclema,2282.5,151.5,-3.5
-4559,17,Antipathes sarothrum,2282.5,151.5,-3.5
-4559,17,Bathypathes patula,2282.5,151.5,-3.5
-4559,17,Cirrhipathes anguina,2282.5,151.5,-3.5
-4559,17,Cirrhipathes spiralis,2282.5,151.5,-3.5
-4559,17,Dendropathes intermedia,2282.5,151.5,-3.5
-4559,17,Myriopathes myriophylla,2282.5,151.5,-3.5
-4559,17,Myriopathes ulex,2282.5,151.5,-3.5
-4559,17,Schizopathes affinis,2282.5,151.5,-3.5
-4558,17,Antipathes flabellum,2365.750244,150.5,-3.5
-4558,17,Antipathes grandis,2365.750244,150.5,-3.5
-4558,17,Antipathes pauroclema,2365.750244,150.5,-3.5
-4558,17,Antipathes sarothrum,2365.750244,150.5,-3.5
-4558,17,Bathypathes patula,2365.750244,150.5,-3.5
-4558,17,Cirrhipathes anguina,2365.750244,150.5,-3.5
-4558,17,Cirrhipathes spiralis,2365.750244,150.5,-3.5
-4558,17,Dendropathes intermedia,2365.750244,150.5,-3.5
-4558,17,Myriopathes myriophylla,2365.750244,150.5,-3.5
-4558,17,Myriopathes ulex,2365.750244,150.5,-3.5
-4558,17,Alternatipathes alternata,2365.750244,150.5,-3.5
-4558,17,Antipathes curvata,2365.750244,150.5,-3.5
-4558,17,Antipathes densa,2365.750244,150.5,-3.5
-4558,17,Trissopathes tristicha,2365.750244,150.5,-3.5
-4558,17,Schizopathes affinis,2365.750244,150.5,-3.5
-4558,17,Stichopathes spiessi,2365.750244,150.5,-3.5
-4558,17,Stichopathes variabilis,2365.750244,150.5,-3.5
-4557,14,Bathypathes patula,2160.999756,149.5,-3.5
-4557,14,Myriopathes myriophylla,2160.999756,149.5,-3.5
-4557,14,Cirrhipathes anguina,2160.999756,149.5,-3.5
-4557,14,Cirrhipathes spiralis,2160.999756,149.5,-3.5
-4557,14,Dendropathes intermedia,2160.999756,149.5,-3.5
-4557,14,Alternatipathes alternata,2160.999756,149.5,-3.5
-4557,14,Myriopathes ulex,2160.999756,149.5,-3.5
-4557,14,Schizopathes affinis,2160.999756,149.5,-3.5
-4557,14,Stichopathes variabilis,2160.999756,149.5,-3.5
-4557,14,Antipathes sarothrum,2160.999756,149.5,-3.5
-4557,14,Trissopathes tristicha,2160.999756,149.5,-3.5
-4557,14,Antipathes curvata,2160.999756,149.5,-3.5
-4557,14,Antipathes densa,2160.999756,149.5,-3.5
-4557,14,Antipathes flabellum,2160.999756,149.5,-3.5
-4556,14,Cirrhipathes anguina,1548.749756,148.5,-3.5
-4556,14,Cirrhipathes spiralis,1548.749756,148.5,-3.5
-4556,14,Myriopathes japonica,1548.749756,148.5,-3.5
-4556,14,Myriopathes myriophylla,1548.749756,148.5,-3.5
-4556,14,Myriopathes ulex,1548.749756,148.5,-3.5
-4556,14,Schizopathes affinis,1548.749756,148.5,-3.5
-4556,14,Stichopathes variabilis,1548.749756,148.5,-3.5
-4556,14,Trissopathes tristicha,1548.749756,148.5,-3.5
-4556,14,Bathypathes patula,1548.749756,148.5,-3.5
-4556,14,Antipathes curvata,1548.749756,148.5,-3.5
-4556,14,Antipathes densa,1548.749756,148.5,-3.5
-4556,14,Antipathes flabellum,1548.749756,148.5,-3.5
-4556,14,Antipathes sarothrum,1548.749756,148.5,-3.5
-4556,14,Alternatipathes alternata,1548.749756,148.5,-3.5
-4555,14,Antipathes sarothrum,1434.250122,147.5,-3.5
-4555,14,Bathypathes patula,1434.250122,147.5,-3.5
-4555,14,Cirrhipathes spiralis,1434.250122,147.5,-3.5
-4555,14,Myriopathes japonica,1434.250122,147.5,-3.5
-4555,14,Myriopathes myriophylla,1434.250122,147.5,-3.5
-4555,14,Cirrhipathes anguina,1434.250122,147.5,-3.5
-4555,14,Schizopathes affinis,1434.250122,147.5,-3.5
-4555,14,Stichopathes variabilis,1434.250122,147.5,-3.5
-4555,14,Alternatipathes alternata,1434.250122,147.5,-3.5
-4555,14,Myriopathes ulex,1434.250122,147.5,-3.5
-4555,14,Antipathes densa,1434.250122,147.5,-3.5
-4555,14,Antipathes flabellum,1434.250122,147.5,-3.5
-4555,14,Trissopathes tristicha,1434.250122,147.5,-3.5
-4555,14,Antipathes curvata,1434.250122,147.5,-3.5
-4554,15,Cirrhipathes anguina,2182.25,146.5,-3.5
-4554,15,Myriopathes myriophylla,2182.25,146.5,-3.5
-4554,15,Myriopathes ulex,2182.25,146.5,-3.5
-4554,15,Cirrhipathes spiralis,2182.25,146.5,-3.5
-4554,15,Myriopathes japonica,2182.25,146.5,-3.5
-4554,15,Alternatipathes alternata,2182.25,146.5,-3.5
-4554,15,Antipathes curvata,2182.25,146.5,-3.5
-4554,15,Rhipidipathes reticulata,2182.25,146.5,-3.5
-4554,15,Schizopathes affinis,2182.25,146.5,-3.5
-4554,15,Antipathes sarothrum,2182.25,146.5,-3.5
-4554,15,Bathypathes patula,2182.25,146.5,-3.5
-4554,15,Trissopathes tristicha,2182.25,146.5,-3.5
-4554,15,Antipathes densa,2182.25,146.5,-3.5
-4554,15,Antipathes flabellum,2182.25,146.5,-3.5
-4554,15,Stichopathes variabilis,2182.25,146.5,-3.5
-4553,15,Myriopathes japonica,2361.000244,145.5,-3.5
-4553,15,Myriopathes myriophylla,2361.000244,145.5,-3.5
-4553,15,Myriopathes ulex,2361.000244,145.5,-3.5
-4553,15,Rhipidipathes reticulata,2361.000244,145.5,-3.5
-4553,15,Schizopathes affinis,2361.000244,145.5,-3.5
-4553,15,Stichopathes variabilis,2361.000244,145.5,-3.5
-4553,15,Trissopathes tristicha,2361.000244,145.5,-3.5
-4553,15,Bathypathes patula,2361.000244,145.5,-3.5
-4553,15,Cirrhipathes anguina,2361.000244,145.5,-3.5
-4553,15,Cirrhipathes spiralis,2361.000244,145.5,-3.5
-4553,15,Antipathes densa,2361.000244,145.5,-3.5
-4553,15,Antipathes flabellum,2361.000244,145.5,-3.5
-4553,15,Alternatipathes alternata,2361.000244,145.5,-3.5
-4553,15,Antipathes curvata,2361.000244,145.5,-3.5
-4553,15,Antipathes sarothrum,2361.000244,145.5,-3.5
-4552,17,Myriopathes ulex,1072.000122,144.5,-3.5
-4552,17,Rhipidipathes reticulata,1072.000122,144.5,-3.5
-4552,17,Antipathes curvata,1072.000122,144.5,-3.5
-4552,17,Antipathes densa,1072.000122,144.5,-3.5
-4552,17,Antipathes flabellum,1072.000122,144.5,-3.5
-4552,17,Alternatipathes alternata,1072.000122,144.5,-3.5
-4552,17,Myriopathes japonica,1072.000122,144.5,-3.5
-4552,17,Myriopathes myriophylla,1072.000122,144.5,-3.5
-4552,17,Stylopathes tenuispina,1072.000122,144.5,-3.5
-4552,17,Trissopathes tristicha,1072.000122,144.5,-3.5
-4552,17,Schizopathes affinis,1072.000122,144.5,-3.5
-4552,17,Stichopathes variabilis,1072.000122,144.5,-3.5
-4552,17,Cirrhipathes anguina,1072.000122,144.5,-3.5
-4552,17,Cirrhipathes spiralis,1072.000122,144.5,-3.5
-4552,17,Antipathes sarothrum,1072.000122,144.5,-3.5
-4552,17,Bathypathes patula,1072.000122,144.5,-3.5
-4552,17,Cupressopathes abies,1072.000122,144.5,-3.5
-4551,16,Antipathes curvata,0,143.5,-3.5
-4551,16,Antipathes densa,0,143.5,-3.5
-4551,16,Schizopathes affinis,0,143.5,-3.5
-4551,16,Stichopathes variabilis,0,143.5,-3.5
-4551,16,Stylopathes tenuispina,0,143.5,-3.5
-4551,16,Trissopathes tristicha,0,143.5,-3.5
-4551,16,Antipathes flabellum,0,143.5,-3.5
-4551,16,Bathypathes patula,0,143.5,-3.5
-4551,16,Cirrhipathes anguina,0,143.5,-3.5
-4551,16,Cirrhipathes spiralis,0,143.5,-3.5
-4551,16,Cupressopathes abies,0,143.5,-3.5
-4551,16,Myriopathes japonica,0,143.5,-3.5
-4551,16,Myriopathes myriophylla,0,143.5,-3.5
-4551,16,Myriopathes ulex,0,143.5,-3.5
-4551,16,Rhipidipathes reticulata,0,143.5,-3.5
-4551,16,Alternatipathes alternata,0,143.5,-3.5
-4550,14,Stylopathes tenuispina,0,142.5,-3.5
-4550,14,Trissopathes tristicha,0,142.5,-3.5
-4550,14,Antipathes curvata,0,142.5,-3.5
-4550,14,Antipathes flabellum,0,142.5,-3.5
-4550,14,Bathypathes patula,0,142.5,-3.5
-4550,14,Cirrhipathes anguina,0,142.5,-3.5
-4550,14,Cirrhipathes spiralis,0,142.5,-3.5
-4550,14,Cupressopathes abies,0,142.5,-3.5
-4550,14,Myriopathes japonica,0,142.5,-3.5
-4550,14,Myriopathes myriophylla,0,142.5,-3.5
-4550,14,Myriopathes ulex,0,142.5,-3.5
-4550,14,Rhipidipathes reticulata,0,142.5,-3.5
-4550,14,Schizopathes affinis,0,142.5,-3.5
-4550,14,Alternatipathes alternata,0,142.5,-3.5
-4549,13,Trissopathes tristicha,0,141.5,-3.5
-4549,13,Antipathes flabellum,0,141.5,-3.5
-4549,13,Bathypathes patula,0,141.5,-3.5
-4549,13,Cirrhipathes anguina,0,141.5,-3.5
-4549,13,Cirrhipathes spiralis,0,141.5,-3.5
-4549,13,Cupressopathes abies,0,141.5,-3.5
-4549,13,Myriopathes japonica,0,141.5,-3.5
-4549,13,Myriopathes myriophylla,0,141.5,-3.5
-4549,13,Myriopathes ulex,0,141.5,-3.5
-4549,13,Rhipidipathes reticulata,0,141.5,-3.5
-4549,13,Schizopathes affinis,0,141.5,-3.5
-4549,13,Stylopathes tenuispina,0,141.5,-3.5
-4549,13,Antipathes curvata,0,141.5,-3.5
-4548,12,Trissopathes tristicha,0,140.5,-3.5
-4548,12,Antipathes curvata,0,140.5,-3.5
-4548,12,Antipathes flabellum,0,140.5,-3.5
-4548,12,Bathypathes patula,0,140.5,-3.5
-4548,12,Cirrhipathes anguina,0,140.5,-3.5
-4548,12,Cirrhipathes spiralis,0,140.5,-3.5
-4548,12,Cupressopathes abies,0,140.5,-3.5
-4548,12,Myriopathes japonica,0,140.5,-3.5
-4548,12,Myriopathes myriophylla,0,140.5,-3.5
-4548,12,Rhipidipathes reticulata,0,140.5,-3.5
-4548,12,Schizopathes affinis,0,140.5,-3.5
-4548,12,Stylopathes tenuispina,0,140.5,-3.5
-4547,12,Rhipidipathes reticulata,0,139.5,-3.5
-4547,12,Schizopathes affinis,0,139.5,-3.5
-4547,12,Stylopathes tenuispina,0,139.5,-3.5
-4547,12,Trissopathes tristicha,0,139.5,-3.5
-4547,12,Antipathes flabellum,0,139.5,-3.5
-4547,12,Bathypathes patula,0,139.5,-3.5
-4547,12,Cirrhipathes anguina,0,139.5,-3.5
-4547,12,Antipathes curvata,0,139.5,-3.5
-4547,12,Cupressopathes abies,0,139.5,-3.5
-4547,12,Myriopathes japonica,0,139.5,-3.5
-4547,12,Myriopathes myriophylla,0,139.5,-3.5
-4547,12,Cirrhipathes spiralis,0,139.5,-3.5
-4546,12,Schizopathes affinis,0,138.5,-3.5
-4546,12,Stylopathes tenuispina,0,138.5,-3.5
-4546,12,Trissopathes tristicha,0,138.5,-3.5
-4546,12,Myriopathes myriophylla,0,138.5,-3.5
-4546,12,Rhipidipathes reticulata,0,138.5,-3.5
-4546,12,Antipathes curvata,0,138.5,-3.5
-4546,12,Antipathes flabellum,0,138.5,-3.5
-4546,12,Bathypathes patula,0,138.5,-3.5
-4546,12,Cirrhipathes anguina,0,138.5,-3.5
-4546,12,Cirrhipathes spiralis,0,138.5,-3.5
-4546,12,Cupressopathes abies,0,138.5,-3.5
-4546,12,Myriopathes japonica,0,138.5,-3.5
-4545,12,Trissopathes tristicha,0,137.5,-3.5
-4545,12,Rhipidipathes reticulata,0,137.5,-3.5
-4545,12,Schizopathes affinis,0,137.5,-3.5
-4545,12,Stylopathes tenuispina,0,137.5,-3.5
-4545,12,Myriopathes japonica,0,137.5,-3.5
-4545,12,Myriopathes myriophylla,0,137.5,-3.5
-4545,12,Cirrhipathes anguina,0,137.5,-3.5
-4545,12,Antipathes curvata,0,137.5,-3.5
-4545,12,Antipathes flabellum,0,137.5,-3.5
-4545,12,Bathypathes patula,0,137.5,-3.5
-4545,12,Cirrhipathes spiralis,0,137.5,-3.5
-4545,12,Cupressopathes abies,0,137.5,-3.5
-4544,12,Myriopathes myriophylla,0,136.5,-3.5
-4544,12,Stylopathes tenuispina,0,136.5,-3.5
-4544,12,Trissopathes tristicha,0,136.5,-3.5
-4544,12,Rhipidipathes reticulata,0,136.5,-3.5
-4544,12,Schizopathes affinis,0,136.5,-3.5
-4544,12,Cirrhipathes spiralis,0,136.5,-3.5
-4544,12,Cupressopathes abies,0,136.5,-3.5
-4544,12,Myriopathes japonica,0,136.5,-3.5
-4544,12,Antipathes flabellum,0,136.5,-3.5
-4544,12,Bathypathes patula,0,136.5,-3.5
-4544,12,Cirrhipathes anguina,0,136.5,-3.5
-4544,12,Antipathes curvata,0,136.5,-3.5
-4543,12,Cupressopathes abies,0,135.5,-3.5
-4543,12,Myriopathes japonica,0,135.5,-3.5
-4543,12,Myriopathes myriophylla,0,135.5,-3.5
-4543,12,Rhipidipathes reticulata,0,135.5,-3.5
-4543,12,Schizopathes affinis,0,135.5,-3.5
-4543,12,Stylopathes tenuispina,0,135.5,-3.5
-4543,12,Trissopathes tristicha,0,135.5,-3.5
-4543,12,Cirrhipathes anguina,0,135.5,-3.5
-4543,12,Cirrhipathes spiralis,0,135.5,-3.5
-4543,12,Antipathes curvata,0,135.5,-3.5
-4543,12,Antipathes flabellum,0,135.5,-3.5
-4543,12,Bathypathes patula,0,135.5,-3.5
-4542,11,Myriopathes myriophylla,0,134.5,-3.5
-4542,11,Cirrhipathes spiralis,0,134.5,-3.5
-4542,11,Cupressopathes abies,0,134.5,-3.5
-4542,11,Myriopathes japonica,0,134.5,-3.5
-4542,11,Trissopathes tristicha,0,134.5,-3.5
-4542,11,Rhipidipathes reticulata,0,134.5,-3.5
-4542,11,Schizopathes affinis,0,134.5,-3.5
-4542,11,Stylopathes tenuispina,0,134.5,-3.5
-4542,11,Bathypathes patula,0,134.5,-3.5
-4542,11,Cirrhipathes anguina,0,134.5,-3.5
-4542,11,Antipathes flabellum,0,134.5,-3.5
-4541,11,Bathypathes patula,0,133.5,-3.5
-4541,11,Cirrhipathes anguina,0,133.5,-3.5
-4541,11,Cupressopathes abies,0,133.5,-3.5
-4541,11,Myriopathes japonica,0,133.5,-3.5
-4541,11,Myriopathes myriophylla,0,133.5,-3.5
-4541,11,Cirrhipathes spiralis,0,133.5,-3.5
-4541,11,Schizopathes affinis,0,133.5,-3.5
-4541,11,Stylopathes tenuispina,0,133.5,-3.5
-4541,11,Trissopathes tristicha,0,133.5,-3.5
-4541,11,Rhipidipathes reticulata,0,133.5,-3.5
-4541,11,Antipathes flabellum,0,133.5,-3.5
-4540,11,Stylopathes tenuispina,743.0005493,132.5,-3.5
-4540,11,Trissopathes tristicha,743.0005493,132.5,-3.5
-4540,11,Cirrhipathes anguina,743.0005493,132.5,-3.5
-4540,11,Cirrhipathes spiralis,743.0005493,132.5,-3.5
-4540,11,Antipathes flabellum,743.0005493,132.5,-3.5
-4540,11,Bathypathes patula,743.0005493,132.5,-3.5
-4540,11,Myriopathes myriophylla,743.0005493,132.5,-3.5
-4540,11,Rhipidipathes reticulata,743.0005493,132.5,-3.5
-4540,11,Cupressopathes abies,743.0005493,132.5,-3.5
-4540,11,Myriopathes japonica,743.0005493,132.5,-3.5
-4540,11,Schizopathes affinis,743.0005493,132.5,-3.5
-4539,10,Stylopathes tenuispina,1168.499878,131.5,-3.5
-4539,10,Trissopathes tristicha,1168.499878,131.5,-3.5
-4539,10,Rhipidipathes reticulata,1168.499878,131.5,-3.5
-4539,10,Schizopathes affinis,1168.499878,131.5,-3.5
-4539,10,Cupressopathes abies,1168.499878,131.5,-3.5
-4539,10,Bathypathes patula,1168.499878,131.5,-3.5
-4539,10,Cirrhipathes anguina,1168.499878,131.5,-3.5
-4539,10,Cirrhipathes spiralis,1168.499878,131.5,-3.5
-4539,10,Myriopathes japonica,1168.499878,131.5,-3.5
-4539,10,Myriopathes myriophylla,1168.499878,131.5,-3.5
-4538,9,Myriopathes japonica,0,130.5,-3.5
-4538,9,Schizopathes affinis,0,130.5,-3.5
-4538,9,Stylopathes tenuispina,0,130.5,-3.5
-4538,9,Myriopathes myriophylla,0,130.5,-3.5
-4538,9,Rhipidipathes reticulata,0,130.5,-3.5
-4538,9,Cirrhipathes spiralis,0,130.5,-3.5
-4538,9,Cupressopathes abies,0,130.5,-3.5
-4538,9,Bathypathes patula,0,130.5,-3.5
-4538,9,Cirrhipathes anguina,0,130.5,-3.5
-4537,9,Bathypathes patula,1867.000732,129.5,-3.5
-4537,9,Cupressopathes abies,1867.000732,129.5,-3.5
-4537,9,Myriopathes japonica,1867.000732,129.5,-3.5
-4537,9,Cirrhipathes anguina,1867.000732,129.5,-3.5
-4537,9,Cirrhipathes spiralis,1867.000732,129.5,-3.5
-4537,9,Rhipidipathes reticulata,1867.000732,129.5,-3.5
-4537,9,Stylopathes tenuispina,1867.000732,129.5,-3.5
-4537,9,Myriopathes myriophylla,1867.000732,129.5,-3.5
-4537,9,pseudocirrhipathes mapia,1867.000732,129.5,-3.5
-4536,9,Myriopathes myriophylla,105.9998169,128.5,-3.5
-4536,9,pseudocirrhipathes mapia,105.9998169,128.5,-3.5
-4536,9,Rhipidipathes reticulata,105.9998169,128.5,-3.5
-4536,9,Stylopathes tenuispina,105.9998169,128.5,-3.5
-4536,9,Cirrhipathes anguina,105.9998169,128.5,-3.5
-4536,9,Cirrhipathes spiralis,105.9998169,128.5,-3.5
-4536,9,Cupressopathes abies,105.9998169,128.5,-3.5
-4536,9,Bathypathes patula,105.9998169,128.5,-3.5
-4536,9,Myriopathes japonica,105.9998169,128.5,-3.5
-4535,8,Cirrhipathes anguina,4269.75,127.5,-3.5
-4535,8,Cupressopathes abies,4269.75,127.5,-3.5
-4535,8,Myriopathes japonica,4269.75,127.5,-3.5
-4535,8,pseudocirrhipathes mapia,4269.75,127.5,-3.5
-4535,8,Rhipidipathes reticulata,4269.75,127.5,-3.5
-4535,8,Stylopathes tenuispina,4269.75,127.5,-3.5
-4535,8,Myriopathes myriophylla,4269.75,127.5,-3.5
-4535,8,Bathypathes patula,4269.75,127.5,-3.5
-4534,8,Bathypathes patula,0,126.5,-3.5
-4534,8,Cirrhipathes anguina,0,126.5,-3.5
-4534,8,Cupressopathes abies,0,126.5,-3.5
-4534,8,Myriopathes japonica,0,126.5,-3.5
-4534,8,Myriopathes myriophylla,0,126.5,-3.5
-4534,8,pseudocirrhipathes mapia,0,126.5,-3.5
-4534,8,Rhipidipathes reticulata,0,126.5,-3.5
-4534,8,Stylopathes tenuispina,0,126.5,-3.5
-4533,8,Myriopathes myriophylla,5046.499512,125.5,-3.5
-4533,8,pseudocirrhipathes mapia,5046.499512,125.5,-3.5
-4533,8,Rhipidipathes reticulata,5046.499512,125.5,-3.5
-4533,8,Stylopathes tenuispina,5046.499512,125.5,-3.5
-4533,8,Myriopathes japonica,5046.499512,125.5,-3.5
-4533,8,Bathypathes patula,5046.499512,125.5,-3.5
-4533,8,Cirrhipathes anguina,5046.499512,125.5,-3.5
-4533,8,Cupressopathes abies,5046.499512,125.5,-3.5
-4532,8,Myriopathes japonica,5011.75,124.5,-3.5
-4532,8,Stylopathes tenuispina,5011.75,124.5,-3.5
-4532,8,Bathypathes patula,5011.75,124.5,-3.5
-4532,8,Cirrhipathes anguina,5011.75,124.5,-3.5
-4532,8,Cupressopathes abies,5011.75,124.5,-3.5
-4532,8,Myriopathes myriophylla,5011.75,124.5,-3.5
-4532,8,pseudocirrhipathes mapia,5011.75,124.5,-3.5
-4532,8,Rhipidipathes reticulata,5011.75,124.5,-3.5
-4531,6,Stylopathes tenuispina,3431,123.5,-3.5
-4531,6,Myriopathes myriophylla,3431,123.5,-3.5
-4531,6,Rhipidipathes reticulata,3431,123.5,-3.5
-4531,6,Bathypathes patula,3431,123.5,-3.5
-4531,6,Cirrhipathes anguina,3431,123.5,-3.5
-4531,6,Cupressopathes abies,3431,123.5,-3.5
-4530,5,Bathypathes patula,47.74993515,122.5,-3.5
-4530,5,Stylopathes tenuispina,47.74993515,122.5,-3.5
-4530,5,Cirrhipathes anguina,47.74993515,122.5,-3.5
-4530,5,Cupressopathes abies,47.74993515,122.5,-3.5
-4530,5,Rhipidipathes reticulata,47.74993515,122.5,-3.5
-4529,5,Cirrhipathes anguina,0,121.5,-3.5
-4529,5,Cupressopathes abies,0,121.5,-3.5
-4529,5,Rhipidipathes reticulata,0,121.5,-3.5
-4529,5,Stylopathes tenuispina,0,121.5,-3.5
-4529,5,Bathypathes patula,0,121.5,-3.5
-4528,3,Bathypathes patula,469.2494202,120.5,-3.5
-4528,3,Cirrhipathes anguina,469.2494202,120.5,-3.5
-4528,3,Cupressopathes abies,469.2494202,120.5,-3.5
-4527,1,Bathypathes patula,2.000018597,119.5,-3.5
-4524,11,Bathypathes patula,5545.75,178.5,-4.5
-4524,11,Cirrhipathes anguina,5545.75,178.5,-4.5
-4524,11,Dendropathes intermedia,5545.75,178.5,-4.5
-4524,11,Myriopathes ulex,5545.75,178.5,-4.5
-4524,11,Schizopathes affinis,5545.75,178.5,-4.5
-4524,11,Stichopathes spiessi,5545.75,178.5,-4.5
-4524,11,Trissopathes pseudotristicha,5545.75,178.5,-4.5
-4524,11,Trissopathes tristicha,5545.75,178.5,-4.5
-4524,11,Antipathes grandis,5545.75,178.5,-4.5
-4524,11,Abyssopathes lyra,5545.75,178.5,-4.5
