"","depth","richness","x_exact","y_exact","y_exact_abs","ocean"
"22384",5029.000042,1,155.5,-36.5,36.5,"pacific"
"22385",5169.001258,1,155.5,14.5,14.5,"pacific"
"22386",5229.000233,1,155.5,-31.5,31.5,"pacific"
"22387",5299.999969,1,155.5,44.5,44.5,"pacific"
"22388",2872.000009,1,156.5,-61.5,61.5,"pacific"
"22389",3022.999986,1,156.5,-60.5,60.5,"pacific"
"22390",3105.999997,1,156.5,-59.5,59.5,"pacific"
"22391",3195.999934,1,156.5,-57.5,57.5,"pacific"
"22392",3452.000046,1,156.5,-56.5,56.5,"pacific"
"22393",3955.000071,1,156.5,-54.5,54.5,"pacific"
"22394",4084.000032,1,156.5,-55.5,55.5,"pacific"
"22395",4105.999936,1,156.5,-53.5,53.5,"pacific"
"22396",4134.999961,1,156.5,-52.5,52.5,"pacific"
"22397",4234.999657,1,156.5,-36.5,36.5,"pacific"
"22398",4396.000027,1,156.5,-41.5,41.5,"pacific"
"22399",4424.99994,1,156.5,-51.5,51.5,"pacific"
"22400",4482.000035,1,156.5,-49.5,49.5,"pacific"
"22401",4501.999904,1,156.5,-39.5,39.5,"pacific"
"22402",4548.999921,1,156.5,-45.5,45.5,"pacific"
"22403",4567.999955,1,156.5,-40.5,40.5,"pacific"
"22404",4603.999972,1,156.5,-35.5,35.5,"pacific"
"22405",4624.999919,1,156.5,-37.5,37.5,"pacific"
"22406",4640.999964,1,156.5,-38.5,38.5,"pacific"
"22407",4679.000009,1,156.5,-42.5,42.5,"pacific"
"22408",4697.999974,1,156.5,32.5,32.5,"pacific"
"22409",4738.999915,1,156.5,-47.5,47.5,"pacific"
"22410",4754.999983,1,156.5,-34.5,34.5,"pacific"
"22411",4757.000029,1,156.5,-46.5,46.5,"pacific"
"22412",4805.000055,1,156.5,-48.5,48.5,"pacific"
"22413",4815.999869,1,156.5,-50.5,50.5,"pacific"
"22414",4824.999917,1,156.5,-43.5,43.5,"pacific"
"22415",4893.999848,1,156.5,-44.5,44.5,"pacific"
"22416",4952.000195,1,156.5,-29.5,29.5,"pacific"
"22417",4992.999869,1,156.5,-30.5,30.5,"pacific"
"22418",5037.000236,1,156.5,30.5,30.5,"pacific"
"22419",5137.99996,1,156.5,44.5,44.5,"pacific"
"22420",5197.999947,1,156.5,8.5,8.5,"pacific"
"22421",5254.00002,1,156.5,9.5,9.5,"pacific"
"22422",5268.000006,1,156.5,43.5,43.5,"pacific"
"22423",2859.000011,1,157.5,-60.5,60.5,"pacific"
"22424",3107.000022,1,157.5,-57.5,57.5,"pacific"
"22425",3638.000025,1,157.5,-55.5,55.5,"pacific"
"22426",3832.999928,1,157.5,-54.5,54.5,"pacific"
"22427",3985.999831,1,157.5,-53.5,53.5,"pacific"
"22428",4082.000047,1,157.5,-52.5,52.5,"pacific"
"22429",4136.999918,1,157.5,-51.5,51.5,"pacific"
"22430",4145.000041,1,157.5,-41.5,41.5,"pacific"
"22431",4207.000007,1,157.5,-49.5,49.5,"pacific"
"22432",4336.999684,1,157.5,-58.5,58.5,"pacific"
"22433",4351.999958,1,157.5,-50.5,50.5,"pacific"
"22434",4467.000103,1,157.5,36.5,36.5,"pacific"
"22435",4482.000048,1,157.5,33.5,33.5,"pacific"
"22436",4496.000097,1,157.5,35.5,35.5,"pacific"
"22437",4500.000099,1,157.5,-36.5,36.5,"pacific"
"22438",4509.999975,1,157.5,-47.5,47.5,"pacific"
"22439",4571.999966,1,157.5,-43.5,43.5,"pacific"
"22440",4625.999988,1,157.5,-37.5,37.5,"pacific"
"22441",4806.000063,1,157.5,-44.5,44.5,"pacific"
"22442",4897.000077,1,157.5,-42.5,42.5,"pacific"
"22443",4915.000001,1,157.5,-38.5,38.5,"pacific"
"22444",4935.999972,1,157.5,-39.5,39.5,"pacific"
"22445",4955.000091,1,157.5,-46.5,46.5,"pacific"
"22446",4970.999879,1,157.5,-48.5,48.5,"pacific"
"22447",5071.999853,1,157.5,44.5,44.5,"pacific"
"22448",5145.999914,1,157.5,-45.5,45.5,"pacific"
"22449",5158.000018,1,157.5,34.5,34.5,"pacific"
"22450",5179.000045,1,157.5,-40.5,40.5,"pacific"
"22451",5265.00013,1,157.5,9.5,9.5,"pacific"
"22452",5276.999573,1,157.5,-56.5,56.5,"pacific"
"22453",5300.000295,1,157.5,19.5,19.5,"pacific"
"22454",2164.999867,1,158.5,-57.5,57.5,"pacific"
"22455",2196.000151,1,158.5,-55.5,55.5,"pacific"
"22456",2660.999809,1,158.5,-59.5,59.5,"pacific"
"22457",2837.999813,1,158.5,-58.5,58.5,"pacific"
"22458",3021.999585,1,158.5,-60.5,60.5,"pacific"
"22459",3245.000033,1,158.5,36.5,36.5,"pacific"
"22460",3374.000979,1,158.5,-38.5,38.5,"pacific"
"22461",3576.000381,1,158.5,-54.5,54.5,"pacific"
"22462",4064.999914,1,158.5,-41.5,41.5,"pacific"
"22463",4184.99995,1,158.5,35.5,35.5,"pacific"
"22464",4256.000147,1,158.5,-53.5,53.5,"pacific"
"22465",4297.999988,1,158.5,-51.5,51.5,"pacific"
"22466",4384.99998,1,158.5,-52.5,52.5,"pacific"
"22467",4398.000044,1,158.5,-49.5,49.5,"pacific"
"22468",4427.000349,1,158.5,-50.5,50.5,"pacific"
"22469",4475.000097,1,158.5,-39.5,39.5,"pacific"
"22470",4647.000037,1,158.5,-42.5,42.5,"pacific"
"22471",4687.999981,1,158.5,-43.5,43.5,"pacific"
"22472",4775.999988,1,158.5,-46.5,46.5,"pacific"
"22473",4812.999857,1,158.5,-47.5,47.5,"pacific"
"22474",4915.000001,1,158.5,-40.5,40.5,"pacific"
"22475",4940.000001,1,158.5,37.5,37.5,"pacific"
"22476",4942.000128,1,158.5,-36.5,36.5,"pacific"
"22477",4956.999977,1,158.5,-45.5,45.5,"pacific"
"22478",5038.999998,1,158.5,-48.5,48.5,"pacific"
"22479",5076.999909,1,158.5,-37.5,37.5,"pacific"
"22480",5219.000077,1,158.5,20.5,20.5,"pacific"
"22481",5224.999949,1,158.5,-44.5,44.5,"pacific"
"22482",5267.999773,1,158.5,11.5,11.5,"pacific"
"22483",5303.999975,1,158.5,9.5,9.5,"pacific"
"22484",3579.999682,1,159.5,-51.5,51.5,"pacific"
"22485",3867.000043,1,159.5,-57.5,57.5,"pacific"
"22486",3977.00045,1,159.5,-59.5,59.5,"pacific"
"22487",3981.999959,1,159.5,-55.5,55.5,"pacific"
"22488",3987.999929,1,159.5,-56.5,56.5,"pacific"
"22489",4010.000133,1,159.5,-52.5,52.5,"pacific"
"22490",4069.999961,1,159.5,-58.5,58.5,"pacific"
"22491",4117.000416,1,159.5,-48.5,48.5,"pacific"
"22492",4228.999589,1,159.5,-41.5,41.5,"pacific"
"22493",4252.000174,1,159.5,-53.5,53.5,"pacific"
"22494",4355.000323,1,159.5,-39.5,39.5,"pacific"
"22495",4367.000066,1,159.5,-50.5,50.5,"pacific"
"22496",4438.000082,1,159.5,-40.5,40.5,"pacific"
"22497",4493.999946,1,159.5,36.5,36.5,"pacific"
"22498",4520.999944,1,159.5,-49.5,49.5,"pacific"
"22499",4594.000038,1,159.5,37.5,37.5,"pacific"
"22500",4653.999974,1,159.5,-38.5,38.5,"pacific"
"22501",4729.999996,1,159.5,35.5,35.5,"pacific"
"22502",4747.999906,1,159.5,-47.5,47.5,"pacific"
"22503",4769.999833,1,159.5,-42.5,42.5,"pacific"
"22504",4795.000241,1,159.5,-54.5,54.5,"pacific"
"22505",4843.00002,1,159.5,-37.5,37.5,"pacific"
"22506",4923.999953,1,159.5,-43.5,43.5,"pacific"
"22507",4962.999993,1,159.5,-46.5,46.5,"pacific"
"22508",5029.999979,1,159.5,-36.5,36.5,"pacific"
"22509",5137.999991,1,159.5,-44.5,44.5,"pacific"
"22510",5272.000002,1,159.5,-45.5,45.5,"pacific"
"22511",5280.000003,1,159.5,9.5,9.5,"pacific"
"22512",2198.999922,1,160.5,-61.5,61.5,"pacific"
"22513",3299.000158,1,160.5,-60.5,60.5,"pacific"
"22514",3385.0001,1,160.5,-51.5,51.5,"pacific"
"22515",3561.00004,1,160.5,-59.5,59.5,"pacific"
"22516",3600.00007,1,160.5,-57.5,57.5,"pacific"
"22517",3755.000101,1,160.5,-50.5,50.5,"pacific"
"22518",3848.999958,1,160.5,-53.5,53.5,"pacific"
"22519",3935.000035,1,160.5,-56.5,56.5,"pacific"
"22520",4016.999918,1,160.5,-58.5,58.5,"pacific"
"22521",4233.999776,1,160.5,35.5,35.5,"pacific"
"22522",4323.00006,1,160.5,-55.5,55.5,"pacific"
"22523",4363.9999,1,160.5,-47.5,47.5,"pacific"
"22524",4376.000004,1,160.5,-49.5,49.5,"pacific"
"22525",4406.999956,1,160.5,-48.5,48.5,"pacific"
"22526",4496.000034,1,160.5,-54.5,54.5,"pacific"
"22527",4661.000035,1,160.5,-45.5,45.5,"pacific"
"22528",4682.000113,1,160.5,-41.5,41.5,"pacific"
"22529",4741.000041,1,160.5,37.5,37.5,"pacific"
"22530",4779.000056,1,160.5,-40.5,40.5,"pacific"
"22531",4913.999915,1,160.5,-43.5,43.5,"pacific"
"22532",4925.999959,1,160.5,-42.5,42.5,"pacific"
"22533",4970.999921,1,160.5,-44.5,44.5,"pacific"
"22534",4992.999906,1,160.5,-38.5,38.5,"pacific"
"22535",5027.000051,1,160.5,-39.5,39.5,"pacific"
"22536",5085.000031,1,160.5,-46.5,46.5,"pacific"
"22537",5163.000107,1,160.5,36.5,36.5,"pacific"
"22538",5170.000023,1,160.5,32.5,32.5,"pacific"
"22539",5231.000038,1,160.5,14.5,14.5,"pacific"
"22540",2668.000044,1,161.5,-61.5,61.5,"pacific"
"22541",3020.000006,1,161.5,-64.5,64.5,"pacific"
"22542",3365.000032,1,161.5,-58.5,58.5,"pacific"
"22543",3639.999935,1,161.5,-53.5,53.5,"pacific"
"22544",3805.000014,1,161.5,-50.5,50.5,"pacific"
"22545",3850.99982,1,161.5,-52.5,52.5,"pacific"
"22546",3880.000002,1,161.5,-59.5,59.5,"pacific"
"22547",3906.999981,1,161.5,-49.5,49.5,"pacific"
"22548",3936.999988,1,161.5,-57.5,57.5,"pacific"
"22549",4139.000122,1,161.5,35.5,35.5,"pacific"
"22550",4215.999911,1,161.5,-56.5,56.5,"pacific"
"22551",4419.999913,1,161.5,-55.5,55.5,"pacific"
"22552",4454.999981,1,161.5,-45.5,45.5,"pacific"
"22553",4490.000175,1,161.5,-47.5,47.5,"pacific"
"22554",4543.000232,1,161.5,37.5,37.5,"pacific"
"22555",4578.999976,1,161.5,-54.5,54.5,"pacific"
"22556",4602.000012,1,161.5,-39.5,39.5,"pacific"
"22557",4677.000145,1,161.5,-48.5,48.5,"pacific"
"22558",4729.999877,1,161.5,36.5,36.5,"pacific"
"22559",4738.000162,1,161.5,-42.5,42.5,"pacific"
"22560",4744.000006,1,161.5,-40.5,40.5,"pacific"
"22561",4762.000136,1,161.5,-41.5,41.5,"pacific"
"22562",4780.000017,1,161.5,38.5,38.5,"pacific"
"22563",4851.999918,1,161.5,-43.5,43.5,"pacific"
"22564",4867.999982,1,161.5,-46.5,46.5,"pacific"
"22565",4880.999944,1,161.5,-44.5,44.5,"pacific"
"22566",5091.999842,1,161.5,20.5,20.5,"pacific"
"22567",5139.000047,1,161.5,19.5,19.5,"pacific"
"22568",5261.000168,1,161.5,23.5,23.5,"pacific"
"22569",5297.000174,1,161.5,42.5,42.5,"pacific"
"22570",2596.999527,1,162.5,-62.5,62.5,"pacific"
"22571",2691.999222,1,162.5,-48.5,48.5,"pacific"
"22572",2934.999761,1,162.5,-51.5,51.5,"pacific"
"22573",3002.999985,1,162.5,-64.5,64.5,"pacific"
"22574",3031.000133,1,162.5,-50.5,50.5,"pacific"
"22575",3302.999698,1,162.5,-59.5,59.5,"pacific"
"22576",3303.00018,1,162.5,-61.5,61.5,"pacific"
"22577",3684.999756,1,162.5,-60.5,60.5,"pacific"
"22578",3708.999892,1,162.5,-52.5,52.5,"pacific"
"22579",3894.999782,1,162.5,-49.5,49.5,"pacific"
"22580",3978.999844,1,162.5,38.5,38.5,"pacific"
"22581",4077.999928,1,162.5,37.5,37.5,"pacific"
"22582",4270.99976,1,162.5,-47.5,47.5,"pacific"
"22583",4309.000125,1,162.5,-54.5,54.5,"pacific"
"22584",4416.000313,1,162.5,-53.5,53.5,"pacific"
"22585",4458.000024,1,162.5,-43.5,43.5,"pacific"
"22586",4475.999962,1,162.5,-46.5,46.5,"pacific"
"22587",4667.999983,1,162.5,-45.5,45.5,"pacific"
"22588",4683.000138,1,162.5,-57.5,57.5,"pacific"
"22589",4714.999859,1,162.5,-41.5,41.5,"pacific"
"22590",4823.999935,1,162.5,-44.5,44.5,"pacific"
"22591",4824.999896,1,162.5,-42.5,42.5,"pacific"
"22592",4837.999839,1,162.5,-55.5,55.5,"pacific"
"22593",4899.00011,1,162.5,36.5,36.5,"pacific"
"22594",4936.999933,1,162.5,-38.5,38.5,"pacific"
"22595",4949.999942,1,162.5,39.5,39.5,"pacific"
"22596",4974.999869,1,162.5,35.5,35.5,"pacific"
"22597",5141.999874,1,162.5,20.5,20.5,"pacific"
"22598",5158.999981,1,162.5,22.5,22.5,"pacific"
"22599",5235.000013,1,162.5,21.5,21.5,"pacific"
"22600",5249.000113,1,162.5,15.5,15.5,"pacific"
"22601",5303.999846,1,162.5,12.5,12.5,"pacific"
"22602",5747.000072,1,162.5,-11.5,11.5,"pacific"
"22603",1843.999675,1,163.5,-50.5,50.5,"pacific"
"22604",2413.000015,1,163.5,-39.5,39.5,"pacific"
"22605",2432.000326,1,163.5,-37.5,37.5,"pacific"
"22606",2691.000091,1,163.5,-62.5,62.5,"pacific"
"22607",2826.000012,1,163.5,-61.5,61.5,"pacific"
"22608",2968.000064,1,163.5,-65.5,65.5,"pacific"
"22609",3095.000105,1,163.5,-64.5,64.5,"pacific"
"22610",3128.999961,1,163.5,-63.5,63.5,"pacific"
"22611",3476.000096,1,163.5,-60.5,60.5,"pacific"
"22612",3680.000454,1,163.5,-48.5,48.5,"pacific"
"22613",3826.999591,1,163.5,37.5,37.5,"pacific"
"22614",3970.000105,1,163.5,-52.5,52.5,"pacific"
"22615",3999.999704,1,163.5,-59.5,59.5,"pacific"
"22616",4145.000059,1,163.5,-51.5,51.5,"pacific"
"22617",4151.000218,1,163.5,-47.5,47.5,"pacific"
"22618",4352.999973,1,163.5,-46.5,46.5,"pacific"
"22619",4394.000142,1,163.5,-45.5,45.5,"pacific"
"22620",4627.00012,1,163.5,-53.5,53.5,"pacific"
"22621",4680.000188,1,163.5,-44.5,44.5,"pacific"
"22622",4687.999948,1,163.5,-58.5,58.5,"pacific"
"22623",4759.000093,1,163.5,-49.5,49.5,"pacific"
"22624",4820.000153,1,163.5,-54.5,54.5,"pacific"
"22625",4904.000256,1,163.5,-55.5,55.5,"pacific"
"22626",4914.999903,1,163.5,-43.5,43.5,"pacific"
"22627",4929.000063,1,163.5,39.5,39.5,"pacific"
"22628",5094.999886,1,163.5,42.5,42.5,"pacific"
"22629",5111.999913,1,163.5,18.5,18.5,"pacific"
"22630",5118.000195,1,163.5,17.5,17.5,"pacific"
"22631",5138.999757,1,163.5,19.5,19.5,"pacific"
"22632",5140.99993,1,163.5,40.5,40.5,"pacific"
"22633",5171.000038,1,163.5,8.5,8.5,"pacific"
"22634",5175.999901,1,163.5,38.5,38.5,"pacific"
"22635",5192.000063,1,163.5,16.5,16.5,"pacific"
"22636",5223.99952,1,163.5,-57.5,57.5,"pacific"
"22637",5226.999884,1,163.5,9.5,9.5,"pacific"
"22638",5243.999981,1,163.5,12.5,12.5,"pacific"
"22639",5300.000144,1,163.5,14.5,14.5,"pacific"
"22640",2397.999956,1,164.5,-39.5,39.5,"pacific"
"22641",2434.00023,1,164.5,-38.5,38.5,"pacific"
"22642",2596.999729,1,164.5,-49.5,49.5,"pacific"
"22643",2599.0009,1,164.5,-53.5,53.5,"pacific"
"22644",2632.999875,1,164.5,-61.5,61.5,"pacific"
"22645",2664.999966,1,164.5,-62.5,62.5,"pacific"
"22646",2962.999987,1,164.5,-66.5,66.5,"pacific"
"22647",3175.00004,1,164.5,-65.5,65.5,"pacific"
"22648",3228.999979,1,164.5,-64.5,64.5,"pacific"
"22649",3565.00001,1,164.5,-50.5,50.5,"pacific"
"22650",3587.999889,1,164.5,-52.5,52.5,"pacific"
"22651",4099.000243,1,164.5,-60.5,60.5,"pacific"
"22652",4156.000145,1,164.5,-58.5,58.5,"pacific"
"22653",4250.000145,1,164.5,-51.5,51.5,"pacific"
"22654",4324.00038,1,164.5,-48.5,48.5,"pacific"
"22655",4341.99993,1,164.5,-46.5,46.5,"pacific"
"22656",4406.999777,1,164.5,-57.5,57.5,"pacific"
"22657",4575.000291,1,164.5,-59.5,59.5,"pacific"
"22658",4604.000046,1,164.5,40.5,40.5,"pacific"
"22659",4650.999953,1,164.5,-45.5,45.5,"pacific"
"22660",4729.999894,1,164.5,-55.5,55.5,"pacific"
"22661",4732.999848,1,164.5,41.5,41.5,"pacific"
"22662",4923.999602,1,164.5,-47.5,47.5,"pacific"
"22663",4988.00011,1,164.5,-56.5,56.5,"pacific"
"22664",5028.999877,1,164.5,38.5,38.5,"pacific"
"22665",5029.000016,1,164.5,42.5,42.5,"pacific"
"22666",5113.000354,1,164.5,19.5,19.5,"pacific"
"22667",5146.999957,1,164.5,15.5,15.5,"pacific"
"22668",5149.00001,1,164.5,17.5,17.5,"pacific"
"22669",5200.999909,1,164.5,39.5,39.5,"pacific"
"22670",5242.000041,1,164.5,16.5,16.5,"pacific"
"22671",1477.99995,1,165.5,-61.5,61.5,"pacific"
"22672",1738.999996,1,165.5,-55.5,55.5,"pacific"
"22673",2463.000022,1,165.5,-49.5,49.5,"pacific"
"22674",2475.000274,1,165.5,-46.5,46.5,"pacific"
"22675",2684.999921,1,165.5,-47.5,47.5,"pacific"
"22676",2775.999922,1,165.5,-48.5,48.5,"pacific"
"22677",2834.999587,1,165.5,-62.5,62.5,"pacific"
"22678",2949.000079,1,165.5,-64.5,64.5,"pacific"
"22679",3077.000037,1,165.5,-65.5,65.5,"pacific"
"22680",3111.999895,1,165.5,-50.5,50.5,"pacific"
"22681",3152.999961,1,165.5,-63.5,63.5,"pacific"
"22682",3336.000014,1,165.5,-66.5,66.5,"pacific"
"22683",3762.999803,1,165.5,-60.5,60.5,"pacific"
"22684",4469.000527,1,165.5,37.5,37.5,"pacific"
"22685",4509.000198,1,165.5,-59.5,59.5,"pacific"
"22686",4559.000154,1,165.5,-56.5,56.5,"pacific"
"22687",4676.999941,1,165.5,-58.5,58.5,"pacific"
"22688",5016.000383,1,165.5,42.5,42.5,"pacific"
"22689",5104.999981,1,165.5,-57.5,57.5,"pacific"
"22690",5118.000062,1,165.5,13.5,13.5,"pacific"
"22691",5224.000183,1,165.5,15.5,15.5,"pacific"
"22692",5241.999243,1,165.5,18.5,18.5,"pacific"
"22693",5285.99989,1,165.5,20.5,20.5,"pacific"
"22694",5334.999957,1,165.5,8.5,8.5,"pacific"
"22695",1792.000071,1,166.5,-54.5,54.5,"pacific"
"22696",2487.999736,1,166.5,-62.5,62.5,"pacific"
"22697",2643.000039,1,166.5,-66.5,66.5,"pacific"
"22698",2950.000032,1,166.5,-63.5,63.5,"pacific"
"22699",2963.999951,1,166.5,-64.5,64.5,"pacific"
"22700",3141.000021,1,166.5,-65.5,65.5,"pacific"
"22701",3668.999858,1,166.5,-61.5,61.5,"pacific"
"22702",4197.000011,1,166.5,-60.5,60.5,"pacific"
"22703",4645.99996,1,166.5,-59.5,59.5,"pacific"
"22704",4790.999883,1,166.5,-56.5,56.5,"pacific"
"22705",4824.000291,1,166.5,43.5,43.5,"pacific"
"22706",4981.999885,1,166.5,-58.5,58.5,"pacific"
"22707",5005.999838,1,166.5,-57.5,57.5,"pacific"
"22708",5093.999987,1,166.5,14.5,14.5,"pacific"
"22709",5129.999737,1,166.5,15.5,15.5,"pacific"
"22710",5135.999991,1,166.5,37.5,37.5,"pacific"
"22711",5204.999632,1,166.5,42.5,42.5,"pacific"
"22712",74.000014,1,167.5,-46.5,46.5,"pacific"
"22713",2094.999994,1,167.5,-55.5,55.5,"pacific"
"22714",2580.999986,1,167.5,-62.5,62.5,"pacific"
"22715",2764.000029,1,167.5,-66.5,66.5,"pacific"
"22716",2914.999932,1,167.5,-63.5,63.5,"pacific"
"22717",3031.000062,1,167.5,-64.5,64.5,"pacific"
"22718",3179.000023,1,167.5,-65.5,65.5,"pacific"
"22719",3476.999995,1,167.5,-61.5,61.5,"pacific"
"22720",4489.000029,1,167.5,-60.5,60.5,"pacific"
"22721",4597.000022,1,167.5,-59.5,59.5,"pacific"
"22722",4607.000061,1,167.5,-57.5,57.5,"pacific"
"22723",4863.99998,1,167.5,43.5,43.5,"pacific"
"22724",4972.99997,1,167.5,42.5,42.5,"pacific"
"22725",5111.000084,1,167.5,-58.5,58.5,"pacific"
"22726",5174.999912,1,167.5,-56.5,56.5,"pacific"
"22727",5234.999954,1,167.5,37.5,37.5,"pacific"
"22728",5295.000136,1,167.5,17.5,17.5,"pacific"
"22729",5535.99999,1,167.5,15.5,15.5,"pacific"
"22730",1871.000087,1,168.5,-62.5,62.5,"pacific"
"22731",1992.999893,1,168.5,-65.5,65.5,"pacific"
"22732",2627.999869,1,168.5,-63.5,63.5,"pacific"
"22733",2630.999964,1,168.5,-66.5,66.5,"pacific"
"22734",3192.999956,1,168.5,-64.5,64.5,"pacific"
"22735",4243.999561,1,168.5,36.5,36.5,"pacific"
"22736",4394.00004,1,168.5,-55.5,55.5,"pacific"
"22737",4457.000027,1,168.5,-61.5,61.5,"pacific"
"22738",4532.999904,1,168.5,-60.5,60.5,"pacific"
"22739",5015.999936,1,168.5,-59.5,59.5,"pacific"
"22740",5041.999943,1,168.5,37.5,37.5,"pacific"
"22741",5108.000002,1,168.5,42.5,42.5,"pacific"
"22742",5207.000025,1,168.5,18.5,18.5,"pacific"
"22743",5266.999905,1,168.5,-57.5,57.5,"pacific"
"22744",5303.999942,1,168.5,19.5,19.5,"pacific"
"22745",5369.000153,1,168.5,16.5,16.5,"pacific"
"22746",5452.999937,1,168.5,15.5,15.5,"pacific"
"22747",5524.000064,1,168.5,13.5,13.5,"pacific"
"22748",2286.999893,1,169.5,-62.5,62.5,"pacific"
"22749",2491.000276,1,169.5,-63.5,63.5,"pacific"
"22750",2821.999939,1,169.5,-64.5,64.5,"pacific"
"22751",2975.99997,1,169.5,-65.5,65.5,"pacific"
"22752",3034.999984,1,169.5,-66.5,66.5,"pacific"
"22753",4262.999835,1,169.5,-61.5,61.5,"pacific"
"22754",4573.000005,1,169.5,-60.5,60.5,"pacific"
"22755",4680.000014,1,169.5,-55.5,55.5,"pacific"
"22756",5043.000035,1,169.5,-56.5,56.5,"pacific"
"22757",5213.999971,1,169.5,36.5,36.5,"pacific"
"22758",5224.999977,1,169.5,-59.5,59.5,"pacific"
"22759",5271.999988,1,169.5,37.5,37.5,"pacific"
"22760",5285.000023,1,169.5,-58.5,58.5,"pacific"
"22761",5305.999934,1,169.5,17.5,17.5,"pacific"
"22762",5383.999971,1,169.5,19.5,19.5,"pacific"
"22763",5487.999933,1,169.5,16.5,16.5,"pacific"
"22764",5514.000124,1,169.5,15.5,15.5,"pacific"
"22765",1778.000108,1,170.5,41.5,41.5,"pacific"
"22766",1948.9991,1,170.5,42.5,42.5,"pacific"
"22767",2010.99924,1,170.5,40.5,40.5,"pacific"
"22768",2372.000057,1,170.5,-62.5,62.5,"pacific"
"22769",2864.999969,1,170.5,-65.5,65.5,"pacific"
"22770",3058.000005,1,170.5,-64.5,64.5,"pacific"
"22771",3377.999963,1,170.5,-66.5,66.5,"pacific"
"22772",3380.998652,1,170.5,44.5,44.5,"pacific"
"22773",4089.999936,1,170.5,-61.5,61.5,"pacific"
"22774",4888.000203,1,170.5,35.5,35.5,"pacific"
"22775",4904.000054,1,170.5,32.5,32.5,"pacific"
"22776",4907.999976,1,170.5,-59.5,59.5,"pacific"
"22777",4981.000018,1,170.5,-60.5,60.5,"pacific"
"22778",5127.000095,1,170.5,36.5,36.5,"pacific"
"22779",5181.999979,1,170.5,-58.5,58.5,"pacific"
"22780",5192.999815,1,170.5,43.5,43.5,"pacific"
"22781",5308.999902,1,170.5,-7.5,7.5,"pacific"
"22782",5332.000035,1,170.5,-8.5,8.5,"pacific"
"22783",5335.999878,1,170.5,12.5,12.5,"pacific"
"22784",5480.000008,1,170.5,13.5,13.5,"pacific"
"22785",5484.000063,1,170.5,16.5,16.5,"pacific"
"22786",5575.999734,1,170.5,-10.5,10.5,"pacific"
"22787",5657.99999,1,170.5,20.5,20.5,"pacific"
"22788",5681.999924,1,170.5,21.5,21.5,"pacific"
"22789",5693.999992,1,170.5,14.5,14.5,"pacific"
"22790",439.999973,1,171.5,-71.5,71.5,"pacific"
"22791",2678.000194,1,171.5,-63.5,63.5,"pacific"
"22792",3120.000111,1,171.5,-66.5,66.5,"pacific"
"22793",3238.999981,1,171.5,-65.5,65.5,"pacific"
"22794",3251.000215,1,171.5,-64.5,64.5,"pacific"
"22795",3614.000263,1,171.5,-62.5,62.5,"pacific"
"22796",3944.001101,1,171.5,36.5,36.5,"pacific"
"22797",4105.000367,1,171.5,34.5,34.5,"pacific"
"22798",4423.000077,1,171.5,-61.5,61.5,"pacific"
"22799",4570.000057,1,171.5,-60.5,60.5,"pacific"
"22800",4669.000193,1,171.5,33.5,33.5,"pacific"
"22801",5131.999956,1,171.5,-59.5,59.5,"pacific"
"22802",5179.999866,1,171.5,-58.5,58.5,"pacific"
"22803",5410.000011,1,171.5,-7.5,7.5,"pacific"
"22804",5434.000224,1,171.5,16.5,16.5,"pacific"
"22805",5511.000177,1,171.5,13.5,13.5,"pacific"
"22806",5520.00007,1,171.5,20.5,20.5,"pacific"
"22807",5560.999905,1,171.5,14.5,14.5,"pacific"
"22808",5568.000097,1,171.5,15.5,15.5,"pacific"
"22809",5628.000101,1,171.5,21.5,21.5,"pacific"
"22810",5674.000046,1,171.5,22.5,22.5,"pacific"
"22811",121.999998,1,172.5,-44.5,44.5,"pacific"
"22812",449.000007,1,172.5,-73.5,73.5,"pacific"
"22813",539.000004,1,172.5,-72.5,72.5,"pacific"
"22814",1332.999752,1,172.5,-70.5,70.5,"pacific"
"22815",1688.999916,1,172.5,-46.5,46.5,"pacific"
"22816",1942.999906,1,172.5,-63.5,63.5,"pacific"
"22817",2724.00012,1,172.5,-64.5,64.5,"pacific"
"22818",3239.000013,1,172.5,-65.5,65.5,"pacific"
"22819",3337.999908,1,172.5,-66.5,66.5,"pacific"
"22820",4787.00063,1,172.5,40.5,40.5,"pacific"
"22821",4828.000041,1,172.5,-60.5,60.5,"pacific"
"22822",4891.999937,1,172.5,-61.5,61.5,"pacific"
"22823",4906.999973,1,172.5,-62.5,62.5,"pacific"
"22824",4966.999825,1,172.5,35.5,35.5,"pacific"
"22825",4979.000457,1,172.5,-59.5,59.5,"pacific"
"22826",5075.00056,1,172.5,43.5,43.5,"pacific"
"22827",5166.000076,1,172.5,-54.5,54.5,"pacific"
"22828",5298.999934,1,172.5,33.5,33.5,"pacific"
"22829",5386.00004,1,172.5,-7.5,7.5,"pacific"
"22830",5416.000107,1,172.5,-8.5,8.5,"pacific"
"22831",5423.000006,1,172.5,21.5,21.5,"pacific"
"22832",5488.000095,1,172.5,20.5,20.5,"pacific"
"22833",5541.999956,1,172.5,12.5,12.5,"pacific"
"22834",5576.000021,1,172.5,22.5,22.5,"pacific"
"22835",5686.999976,1,172.5,13.5,13.5,"pacific"
"22836",5736.000052,1,172.5,14.5,14.5,"pacific"
"22837",472.999999,1,173.5,-72.5,72.5,"pacific"
"22838",533.999995,1,173.5,-74.5,74.5,"pacific"
