"","depth","richness","x_exact","y_exact","y_exact_abs","ocean"
"22839",1634.999995,1,173.5,-46.5,46.5,"pacific"
"22840",1954.999565,1,173.5,-53.5,53.5,"pacific"
"22841",2326.000241,1,173.5,-64.5,64.5,"pacific"
"22842",2520.999631,1,173.5,-63.5,63.5,"pacific"
"22843",2839.999708,1,173.5,-65.5,65.5,"pacific"
"22844",3186.999934,1,173.5,-67.5,67.5,"pacific"
"22845",3198.999457,1,173.5,34.5,34.5,"pacific"
"22846",3411.999914,1,173.5,-66.5,66.5,"pacific"
"22847",4430.999911,1,173.5,-61.5,61.5,"pacific"
"22848",4453.000083,1,173.5,40.5,40.5,"pacific"
"22849",4788.000461,1,173.5,42.5,42.5,"pacific"
"22850",4870.000116,1,173.5,-62.5,62.5,"pacific"
"22851",4918.999989,1,173.5,35.5,35.5,"pacific"
"22852",4995.999966,1,173.5,-59.5,59.5,"pacific"
"22853",5092.000399,1,173.5,39.5,39.5,"pacific"
"22854",5115.000006,1,173.5,33.5,33.5,"pacific"
"22855",5158.000016,1,173.5,32.5,32.5,"pacific"
"22856",5176.999964,1,173.5,-58.5,58.5,"pacific"
"22857",5294.999936,1,173.5,41.5,41.5,"pacific"
"22858",5325.00001,1,173.5,10.5,10.5,"pacific"
"22859",5371.999967,1,173.5,-8.5,8.5,"pacific"
"22860",5377.000065,1,173.5,16.5,16.5,"pacific"
"22861",5540.999537,1,173.5,22.5,22.5,"pacific"
"22862",5545.99997,1,173.5,15.5,15.5,"pacific"
"22863",5569.00012,1,173.5,-5.5,5.5,"pacific"
"22864",5586.999987,1,173.5,11.5,11.5,"pacific"
"22865",5597.000196,1,173.5,14.5,14.5,"pacific"
"22866",5631.000044,1,173.5,23.5,23.5,"pacific"
"22867",5706.000079,1,173.5,12.5,12.5,"pacific"
"22868",5744.000011,1,173.5,13.5,13.5,"pacific"
"22869",459.000018,1,174.5,-72.5,72.5,"pacific"
"22870",513.000012,1,174.5,-74.5,74.5,"pacific"
"22871",1765.000037,1,174.5,-46.5,46.5,"pacific"
"22872",2117.000009,1,174.5,-42.5,42.5,"pacific"
"22873",2712.000399,1,174.5,-64.5,64.5,"pacific"
"22874",3144.999942,1,174.5,-66.5,66.5,"pacific"
"22875",3305.999818,1,174.5,-67.5,67.5,"pacific"
"22876",3535.999865,1,174.5,-63.5,63.5,"pacific"
"22877",3588.00003,1,174.5,-65.5,65.5,"pacific"
"22878",4103.999727,1,174.5,34.5,34.5,"pacific"
"22879",4461.000031,1,174.5,39.5,39.5,"pacific"
"22880",4887.999561,1,174.5,35.5,35.5,"pacific"
"22881",4903.999662,1,174.5,42.5,42.5,"pacific"
"22882",4935.000058,1,174.5,-59.5,59.5,"pacific"
"22883",5001.99985,1,174.5,40.5,40.5,"pacific"
"22884",5025.000018,1,174.5,-54.5,54.5,"pacific"
"22885",5147.999877,1,174.5,31.5,31.5,"pacific"
"22886",5182.000074,1,174.5,36.5,36.5,"pacific"
"22887",5239.999919,1,174.5,30.5,30.5,"pacific"
"22888",5255.000048,1,174.5,29.5,29.5,"pacific"
"22889",5280.999998,1,174.5,-58.5,58.5,"pacific"
"22890",5300.000001,1,174.5,-55.5,55.5,"pacific"
"22891",5322.000025,1,174.5,6.5,6.5,"pacific"
"22892",5324.999925,1,174.5,15.5,15.5,"pacific"
"22893",5374.000011,1,174.5,7.5,7.5,"pacific"
"22894",5413.000001,1,174.5,9.5,9.5,"pacific"
"22895",5413.999983,1,174.5,8.5,8.5,"pacific"
"22896",5422.000095,1,174.5,-7.5,7.5,"pacific"
"22897",5458.000177,1,174.5,-6.5,6.5,"pacific"
"22898",5469.99991,1,174.5,-5.5,5.5,"pacific"
"22899",5506.000381,1,174.5,23.5,23.5,"pacific"
"22900",5515.000036,1,174.5,10.5,10.5,"pacific"
"22901",5526.999763,1,174.5,-9.5,9.5,"pacific"
"22902",5628.000017,1,174.5,24.5,24.5,"pacific"
"22903",5632.999902,1,174.5,28.5,28.5,"pacific"
"22904",5678.000019,1,174.5,11.5,11.5,"pacific"
"22905",5702.000016,1,174.5,12.5,12.5,"pacific"
"22906",5755.000206,1,174.5,13.5,13.5,"pacific"
"22907",1563.999924,1,175.5,-50.5,50.5,"pacific"
"22908",1662.000057,1,175.5,-42.5,42.5,"pacific"
"22909",2089.999986,1,175.5,-46.5,46.5,"pacific"
"22910",2529.999046,1,175.5,-51.5,51.5,"pacific"
"22911",3091.000008,1,175.5,-65.5,65.5,"pacific"
"22912",3471.000016,1,175.5,-66.5,66.5,"pacific"
"22913",3516.99999,1,175.5,-67.5,67.5,"pacific"
"22914",3668.9999,1,175.5,36.5,36.5,"pacific"
"22915",4384.000145,1,175.5,37.5,37.5,"pacific"
"22916",4495.999974,1,175.5,38.5,38.5,"pacific"
"22917",4936.000057,1,175.5,-56.5,56.5,"pacific"
"22918",4942.999966,1,175.5,-55.5,55.5,"pacific"
"22919",4968.000007,1,175.5,-58.5,58.5,"pacific"
"22920",4986.00001,1,175.5,35.5,35.5,"pacific"
"22921",5056.999851,1,175.5,-61.5,61.5,"pacific"
"22922",5065.000032,1,175.5,-54.5,54.5,"pacific"
"22923",5083.999905,1,175.5,39.5,39.5,"pacific"
"22924",5121.999889,1,175.5,-53.5,53.5,"pacific"
"22925",5200.000082,1,175.5,-59.5,59.5,"pacific"
"22926",5264.000054,1,175.5,-57.5,57.5,"pacific"
"22927",5332.000079,1,175.5,-7.5,7.5,"pacific"
"22928",5403.000135,1,175.5,28.5,28.5,"pacific"
"22929",5408.999922,1,175.5,-4.5,4.5,"pacific"
"22930",5424.999911,1,175.5,10.5,10.5,"pacific"
"22931",5547.999838,1,175.5,29.5,29.5,"pacific"
"22932",5571.99961,1,175.5,11.5,11.5,"pacific"
"22933",5581.000052,1,175.5,30.5,30.5,"pacific"
"22934",5612.000024,1,175.5,27.5,27.5,"pacific"
"22935",5708.999934,1,175.5,12.5,12.5,"pacific"
"22936",5723.000082,1,175.5,26.5,26.5,"pacific"
"22937",1590.999875,1,176.5,-49.5,49.5,"pacific"
"22938",1602.999592,1,176.5,-42.5,42.5,"pacific"
"22939",1723.000194,1,176.5,-41.5,41.5,"pacific"
"22940",1801.000008,1,176.5,-45.5,45.5,"pacific"
"22941",2210.000054,1,176.5,-46.5,46.5,"pacific"
"22942",3354.999822,1,176.5,37.5,37.5,"pacific"
"22943",3578.999944,1,176.5,-66.5,66.5,"pacific"
"22944",3787.000061,1,176.5,-67.5,67.5,"pacific"
"22945",3814.000892,1,176.5,36.5,36.5,"pacific"
"22946",4690.999988,1,176.5,38.5,38.5,"pacific"
"22947",4770.999868,1,176.5,35.5,35.5,"pacific"
"22948",4908.000046,1,176.5,-58.5,58.5,"pacific"
"22949",4952.000014,1,176.5,-55.5,55.5,"pacific"
"22950",4953.999904,1,176.5,-59.5,59.5,"pacific"
"22951",4966.999974,1,176.5,-56.5,56.5,"pacific"
"22952",5023.00003,1,176.5,-52.5,52.5,"pacific"
"22953",5312.00002,1,176.5,31.5,31.5,"pacific"
"22954",5346.999994,1,176.5,30.5,30.5,"pacific"
"22955",5383.999943,1,176.5,32.5,32.5,"pacific"
"22956",5387.999817,1,176.5,0.5,0.5,"pacific"
"22957",5400.999986,1,176.5,11.5,11.5,"pacific"
"22958",5482.999916,1,176.5,-5.5,5.5,"pacific"
"22959",5547.999317,1,176.5,5.5,5.5,"pacific"
"22960",5567.999816,1,176.5,7.5,7.5,"pacific"
"22961",5587.99991,1,176.5,23.5,23.5,"pacific"
"22962",5611.999955,1,176.5,27.5,27.5,"pacific"
"22963",5622.000049,1,176.5,12.5,12.5,"pacific"
"22964",120.000023,1,177.5,-39.5,39.5,"pacific"
"22965",1816.999964,1,177.5,-40.5,40.5,"pacific"
"22966",2375.999992,1,177.5,-42.5,42.5,"pacific"
"22967",2457.000749,1,177.5,-64.5,64.5,"pacific"
"22968",3703.000029,1,177.5,-66.5,66.5,"pacific"
"22969",3874.000093,1,177.5,-67.5,67.5,"pacific"
"22970",3949.999841,1,177.5,36.5,36.5,"pacific"
"22971",4838.000028,1,177.5,37.5,37.5,"pacific"
"22972",4923.00015,1,177.5,-51.5,51.5,"pacific"
"22973",4966.999933,1,177.5,-54.5,54.5,"pacific"
"22974",4997.999959,1,177.5,-56.5,56.5,"pacific"
"22975",5003.999965,1,177.5,-52.5,52.5,"pacific"
"22976",5119.999888,1,177.5,-55.5,55.5,"pacific"
"22977",5265.99997,1,177.5,38.5,38.5,"pacific"
"22978",5281.000021,1,177.5,-57.5,57.5,"pacific"
"22979",5305.000035,1,177.5,7.5,7.5,"pacific"
"22980",5320.999984,1,177.5,31.5,31.5,"pacific"
"22981",5324.000671,1,177.5,-4.5,4.5,"pacific"
"22982",5334.999968,1,177.5,32.5,32.5,"pacific"
"22983",5364.999932,1,177.5,-2.5,2.5,"pacific"
"22984",5398.000009,1,177.5,22.5,22.5,"pacific"
"22985",5414.999519,1,177.5,9.5,9.5,"pacific"
"22986",5419.000053,1,177.5,-0.5,0.5,"pacific"
"22987",5445.999985,1,177.5,0.5,0.5,"pacific"
"22988",5451.000087,1,177.5,26.5,26.5,"pacific"
"22989",5458.000098,1,177.5,3.5,3.5,"pacific"
"22990",5497.000075,1,177.5,-1.5,1.5,"pacific"
"22991",5552.999751,1,177.5,6.5,6.5,"pacific"
"22992",5553.000038,1,177.5,27.5,27.5,"pacific"
"22993",5553.999918,1,177.5,2.5,2.5,"pacific"
"22994",5611.000172,1,177.5,23.5,23.5,"pacific"
"22995",5640.000186,1,177.5,13.5,13.5,"pacific"
"22996",5669.999913,1,177.5,1.5,1.5,"pacific"
"22997",5688.000394,1,177.5,5.5,5.5,"pacific"
"22998",5708.999587,1,177.5,8.5,8.5,"pacific"
"22999",1497.999909,1,178.5,-44.5,44.5,"pacific"
"23000",2249.000106,1,178.5,-64.5,64.5,"pacific"
"23001",2320.999985,1,178.5,-42.5,42.5,"pacific"
"23002",3376.000232,1,178.5,34.5,34.5,"pacific"
"23003",3555.000047,1,178.5,-67.5,67.5,"pacific"
"23004",3689.000026,1,178.5,-66.5,66.5,"pacific"
"23005",3751.999965,1,178.5,36.5,36.5,"pacific"
"23006",4096.000276,1,178.5,35.5,35.5,"pacific"
"23007",4552.00025,1,178.5,40.5,40.5,"pacific"
"23008",4861.000075,1,178.5,30.5,30.5,"pacific"
"23009",4927.999828,1,178.5,-57.5,57.5,"pacific"
"23010",4952.000001,1,178.5,-58.5,58.5,"pacific"
"23011",4959.999946,1,178.5,37.5,37.5,"pacific"
"23012",4967.000167,1,178.5,-51.5,51.5,"pacific"
"23013",5022.999996,1,178.5,-56.5,56.5,"pacific"
"23014",5040.999853,1,178.5,-52.5,52.5,"pacific"
"23015",5099.999831,1,178.5,-59.5,59.5,"pacific"
"23016",5180.999909,1,178.5,27.5,27.5,"pacific"
"23017",5217.000045,1,178.5,15.5,15.5,"pacific"
"23018",5217.999927,1,178.5,-54.5,54.5,"pacific"
"23019",5220.999979,1,178.5,-55.5,55.5,"pacific"
"23020",5256.999917,1,178.5,29.5,29.5,"pacific"
"23021",5266.000035,1,178.5,31.5,31.5,"pacific"
"23022",5401.999903,1,178.5,3.5,3.5,"pacific"
"23023",5429.000004,1,178.5,-1.5,1.5,"pacific"
"23024",5440.999984,1,178.5,0.5,0.5,"pacific"
"23025",5507.999922,1,178.5,1.5,1.5,"pacific"
"23026",5518.999886,1,178.5,-5.5,5.5,"pacific"
"23027",5519.000263,1,178.5,-6.5,6.5,"pacific"
"23028",5531.000137,1,178.5,-4.5,4.5,"pacific"
"23029",5534.000109,1,178.5,2.5,2.5,"pacific"
"23030",5577.999999,1,178.5,-0.5,0.5,"pacific"
"23031",5618.999833,1,178.5,5.5,5.5,"pacific"
"23032",5652.000426,1,178.5,10.5,10.5,"pacific"
"23033",5683.999773,1,178.5,6.5,6.5,"pacific"
"23034",5696.999708,1,178.5,-2.5,2.5,"pacific"
"23035",867,0,-97.5,-71.5,71.5,"pacific"
"23036",3079,0,-97.5,-70.5,70.5,"pacific"
"23037",4251,0,-97.5,-69.5,69.5,"pacific"
"23038",4613,0,-97.5,-68.5,68.5,"pacific"
"23039",4668,0,-97.5,-67.5,67.5,"pacific"
"23040",4739,0,-97.5,-66.5,66.5,"pacific"
"23041",4787,0,-97.5,-65.5,65.5,"pacific"
"23042",4888,0,-97.5,-64.5,64.5,"pacific"
"23043",4995,0,-97.5,-63.5,63.5,"pacific"
"23044",5074,0,-97.5,-62.5,62.5,"pacific"
"23045",5254,0,-97.5,-61.5,61.5,"pacific"
"23046",4654,0,-97.5,-60.5,60.5,"pacific"
"23047",5159,0,-97.5,-59.5,59.5,"pacific"
"23048",4972,0,-97.5,-58.5,58.5,"pacific"
"23049",4811,0,-97.5,-57.5,57.5,"pacific"
"23050",4713,0,-97.5,-56.5,56.5,"pacific"
"23051",4576,0,-97.5,-55.5,55.5,"pacific"
"23052",4424,0,-97.5,-54.5,54.5,"pacific"
"23053",4577,0,-97.5,-53.5,53.5,"pacific"
"23054",4576,0,-97.5,-52.5,52.5,"pacific"
"23055",4635,0,-97.5,-51.5,51.5,"pacific"
"23056",4465,0,-97.5,-50.5,50.5,"pacific"
"23057",4282,0,-97.5,-49.5,49.5,"pacific"
"23058",3882,0,-97.5,-48.5,48.5,"pacific"
"23059",4494,0,-97.5,-47.5,47.5,"pacific"
"23060",4121,0,-97.5,-46.5,46.5,"pacific"
"23061",4137,0,-97.5,-45.5,45.5,"pacific"
"23062",3948,0,-97.5,-44.5,44.5,"pacific"
"23063",2444,0,-97.5,-43.5,43.5,"pacific"
"23064",4557,0,-97.5,-42.5,42.5,"pacific"
"23065",5034,0,-97.5,-41.5,41.5,"pacific"
"23066",3826,0,-97.5,-40.5,40.5,"pacific"
"23067",4104,0,-97.5,-39.5,39.5,"pacific"
"23068",3892,0,-97.5,-38.5,38.5,"pacific"
"23069",3845,0,-97.5,-37.5,37.5,"pacific"
"23070",3381,0,-97.5,-36.5,36.5,"pacific"
"23071",3827,0,-97.5,-35.5,35.5,"pacific"
"23072",3480,0,-97.5,-34.5,34.5,"pacific"
"23073",3820,0,-97.5,-33.5,33.5,"pacific"
"23074",3292,0,-97.5,-32.5,32.5,"pacific"
"23075",3348,0,-97.5,-31.5,31.5,"pacific"
"23076",3569,0,-97.5,-30.5,30.5,"pacific"
"23077",3764,0,-97.5,-29.5,29.5,"pacific"
"23078",3764,0,-97.5,-28.5,28.5,"pacific"
"23079",3529,0,-97.5,-27.5,27.5,"pacific"
"23080",4097,0,-97.5,-26.5,26.5,"pacific"
"23081",2976,0,-97.5,-25.5,25.5,"pacific"
"23082",3893,0,-97.5,-24.5,24.5,"pacific"
"23083",4126,0,-97.5,-23.5,23.5,"pacific"
"23084",4139,0,-97.5,-22.5,22.5,"pacific"
"23085",3907,0,-97.5,-21.5,21.5,"pacific"
"23086",3966,0,-97.5,-20.5,20.5,"pacific"
"23087",4230,0,-97.5,-19.5,19.5,"pacific"
"23088",4283,0,-97.5,-18.5,18.5,"pacific"
"23089",4197,0,-97.5,-17.5,17.5,"pacific"
"23090",4219,0,-97.5,-16.5,16.5,"pacific"
"23091",3234,0,-97.5,-15.5,15.5,"pacific"
"23092",3497,0,-97.5,-14.5,14.5,"pacific"
"23093",3642,0,-97.5,-13.5,13.5,"pacific"
"23094",3793,0,-97.5,-12.5,12.5,"pacific"
"23095",4021,0,-97.5,-11.5,11.5,"pacific"
"23096",4023,0,-97.5,-10.5,10.5,"pacific"
"23097",3895,0,-97.5,-9.5,9.5,"pacific"
"23098",4120,0,-97.5,-8.5,8.5,"pacific"
"23099",3717,0,-97.5,-7.5,7.5,"pacific"
"23100",3794,0,-97.5,-6.5,6.5,"pacific"
"23101",4069,0,-97.5,-5.5,5.5,"pacific"
"23102",3722,0,-97.5,-4.5,4.5,"pacific"
"23103",3642,0,-97.5,-3.5,3.5,"pacific"
"23104",3481,0,-97.5,-2.5,2.5,"pacific"
"23105",3349,0,-97.5,-1.5,1.5,"pacific"
"23106",3300,0,-97.5,-0.5,0.5,"pacific"
"23107",3396,0,-97.5,0.5,0.5,"pacific"
"23108",2991,0,-97.5,1.5,1.5,"pacific"
"23109",2941,0,-97.5,2.5,2.5,"pacific"
"23110",3520,0,-97.5,3.5,3.5,"pacific"
"23111",3519,0,-97.5,4.5,4.5,"pacific"
"23112",3766,0,-97.5,5.5,5.5,"pacific"
"23113",3706,0,-97.5,6.5,6.5,"pacific"
"23114",3305,0,-97.5,7.5,7.5,"pacific"
"23115",3756,0,-97.5,8.5,8.5,"pacific"
"23116",3927,0,-97.5,9.5,9.5,"pacific"
"23117",4085,0,-97.5,10.5,10.5,"pacific"
"23118",4179,0,-97.5,11.5,11.5,"pacific"
"23119",4170,0,-97.5,12.5,12.5,"pacific"
"23120",3556,0,-97.5,13.5,13.5,"pacific"
"23121",3319,0,-97.5,14.5,14.5,"pacific"
"23122",4211,0,-97.5,15.5,15.5,"pacific"
"23123",829,0,-96.5,-71.5,71.5,"pacific"
"23124",1959,0,-96.5,-70.5,70.5,"pacific"
"23125",4332,0,-96.5,-69.5,69.5,"pacific"
"23126",4498,0,-96.5,-68.5,68.5,"pacific"
"23127",4632,0,-96.5,-67.5,67.5,"pacific"
"23128",4771,0,-96.5,-66.5,66.5,"pacific"
"23129",4716,0,-96.5,-65.5,65.5,"pacific"
"23130",4876,0,-96.5,-64.5,64.5,"pacific"
"23131",4930,0,-96.5,-63.5,63.5,"pacific"
"23132",5049,0,-96.5,-62.5,62.5,"pacific"
"23133",4964,0,-96.5,-61.5,61.5,"pacific"
"23134",5417,0,-96.5,-60.5,60.5,"pacific"
"23135",4497,0,-96.5,-59.5,59.5,"pacific"
"23136",4603,0,-96.5,-58.5,58.5,"pacific"
"23137",4901,0,-96.5,-57.5,57.5,"pacific"
"23138",4427,0,-96.5,-56.5,56.5,"pacific"
"23139",4469,0,-96.5,-55.5,55.5,"pacific"
"23140",4267,0,-96.5,-54.5,54.5,"pacific"
"23141",4059,0,-96.5,-53.5,53.5,"pacific"
"23142",4899,0,-96.5,-52.5,52.5,"pacific"
"23143",4609,0,-96.5,-51.5,51.5,"pacific"
"23144",4557,0,-96.5,-50.5,50.5,"pacific"
"23145",4401,0,-96.5,-49.5,49.5,"pacific"
"23146",4470,0,-96.5,-48.5,48.5,"pacific"
"23147",4590,0,-96.5,-47.5,47.5,"pacific"
"23148",4048,0,-96.5,-46.5,46.5,"pacific"
"23149",4518,0,-96.5,-45.5,45.5,"pacific"
"23150",3560,0,-96.5,-44.5,44.5,"pacific"
"23151",4298,0,-96.5,-43.5,43.5,"pacific"
"23152",4423,0,-96.5,-42.5,42.5,"pacific"
"23153",4022,0,-96.5,-41.5,41.5,"pacific"
"23154",3617,0,-96.5,-40.5,40.5,"pacific"
"23155",3733,0,-96.5,-39.5,39.5,"pacific"
"23156",3905,0,-96.5,-38.5,38.5,"pacific"
"23157",3147,0,-96.5,-37.5,37.5,"pacific"
"23158",2871,0,-96.5,-36.5,36.5,"pacific"
"23159",3357,0,-96.5,-35.5,35.5,"pacific"
"23160",4018,0,-96.5,-34.5,34.5,"pacific"
"23161",3825,0,-96.5,-33.5,33.5,"pacific"
"23162",3893,0,-96.5,-32.5,32.5,"pacific"
"23163",3713,0,-96.5,-31.5,31.5,"pacific"
"23164",3620,0,-96.5,-30.5,30.5,"pacific"
"23165",3750,0,-96.5,-29.5,29.5,"pacific"
"23166",3707,0,-96.5,-28.5,28.5,"pacific"
"23167",3673,0,-96.5,-27.5,27.5,"pacific"
"23168",3159,0,-96.5,-26.5,26.5,"pacific"
"23169",3459,0,-96.5,-25.5,25.5,"pacific"
"23170",3649,0,-96.5,-24.5,24.5,"pacific"
"23171",3784,0,-96.5,-23.5,23.5,"pacific"
"23172",4012,0,-96.5,-22.5,22.5,"pacific"
"23173",4071,0,-96.5,-21.5,21.5,"pacific"
"23174",4272,0,-96.5,-20.5,20.5,"pacific"
"23175",4354,0,-96.5,-19.5,19.5,"pacific"
"23176",4162,0,-96.5,-18.5,18.5,"pacific"
"23177",4188,0,-96.5,-17.5,17.5,"pacific"
"23178",3756,0,-96.5,-16.5,16.5,"pacific"
"23179",3631,0,-96.5,-15.5,15.5,"pacific"
"23180",3774,0,-96.5,-14.5,14.5,"pacific"
"23181",3438,0,-96.5,-13.5,13.5,"pacific"
"23182",3936,0,-96.5,-12.5,12.5,"pacific"
"23183",3801,0,-96.5,-11.5,11.5,"pacific"
"23184",3938,0,-96.5,-10.5,10.5,"pacific"
"23185",3620,0,-96.5,-9.5,9.5,"pacific"
"23186",4633,0,-96.5,-8.5,8.5,"pacific"
"23187",3882,0,-96.5,-7.5,7.5,"pacific"
"23188",3737,0,-96.5,-6.5,6.5,"pacific"
"23189",3898,0,-96.5,-5.5,5.5,"pacific"
"23190",3656,0,-96.5,-4.5,4.5,"pacific"
"23191",3849,0,-96.5,-3.5,3.5,"pacific"
"23192",3458,0,-96.5,-2.5,2.5,"pacific"
"23193",3365,0,-96.5,-1.5,1.5,"pacific"
"23194",3186,0,-96.5,-0.5,0.5,"pacific"
"23195",3273,0,-96.5,0.5,0.5,"pacific"
"23196",2992,0,-96.5,1.5,1.5,"pacific"
"23197",2726,0,-96.5,2.5,2.5,"pacific"
"23198",3428,0,-96.5,3.5,3.5,"pacific"
"23199",3539,0,-96.5,4.5,4.5,"pacific"
"23200",3238,0,-96.5,5.5,5.5,"pacific"
"23201",3659,0,-96.5,6.5,6.5,"pacific"
"23202",3688,0,-96.5,7.5,7.5,"pacific"
"23203",3718,0,-96.5,8.5,8.5,"pacific"
"23204",3813,0,-96.5,9.5,9.5,"pacific"
"23205",4082,0,-96.5,10.5,10.5,"pacific"
"23206",4093,0,-96.5,11.5,11.5,"pacific"
"23207",4117,0,-96.5,12.5,12.5,"pacific"
"23208",4211,0,-96.5,13.5,13.5,"pacific"
"23209",3831,0,-96.5,14.5,14.5,"pacific"
"23210",2420,0,-96.5,15.5,15.5,"pacific"
"23211",458,0,-95.5,-71.5,71.5,"pacific"
"23212",807,0,-95.5,-70.5,70.5,"pacific"
"23213",4347,0,-95.5,-69.5,69.5,"pacific"
"23214",4435,0,-95.5,-68.5,68.5,"pacific"
"23215",4397,0,-95.5,-67.5,67.5,"pacific"
"23216",4442,0,-95.5,-66.5,66.5,"pacific"
"23217",4756,0,-95.5,-65.5,65.5,"pacific"
"23218",4867,0,-95.5,-64.5,64.5,"pacific"
"23219",4975,0,-95.5,-63.5,63.5,"pacific"
"23220",5023,0,-95.5,-62.5,62.5,"pacific"
"23221",5257,0,-95.5,-61.5,61.5,"pacific"
"23222",4962,0,-95.5,-60.5,60.5,"pacific"
"23223",4687,0,-95.5,-59.5,59.5,"pacific"
"23224",2943,0,-95.5,-58.5,58.5,"pacific"
"23225",4838,0,-95.5,-57.5,57.5,"pacific"
"23226",4478,0,-95.5,-56.5,56.5,"pacific"
"23227",4809,0,-95.5,-55.5,55.5,"pacific"
"23228",4730,0,-95.5,-54.5,54.5,"pacific"
"23229",5130,0,-95.5,-53.5,53.5,"pacific"
"23230",4692,0,-95.5,-52.5,52.5,"pacific"
"23231",4662,0,-95.5,-51.5,51.5,"pacific"
"23232",4656,0,-95.5,-50.5,50.5,"pacific"
"23233",4723,0,-95.5,-49.5,49.5,"pacific"
"23234",4775,0,-95.5,-48.5,48.5,"pacific"
"23235",4628,0,-95.5,-47.5,47.5,"pacific"
"23236",4114,0,-95.5,-46.5,46.5,"pacific"
"23237",2121,0,-95.5,-45.5,45.5,"pacific"
"23238",4295,0,-95.5,-44.5,44.5,"pacific"
"23239",3841,0,-95.5,-43.5,43.5,"pacific"
"23240",4561,0,-95.5,-42.5,42.5,"pacific"
"23241",4191,0,-95.5,-41.5,41.5,"pacific"
"23242",3577,0,-95.5,-40.5,40.5,"pacific"
"23243",3415,0,-95.5,-39.5,39.5,"pacific"
"23244",3901,0,-95.5,-38.5,38.5,"pacific"
"23245",2743,0,-95.5,-37.5,37.5,"pacific"
"23246",3149,0,-95.5,-36.5,36.5,"pacific"
"23247",3199,0,-95.5,-35.5,35.5,"pacific"
"23248",3233,0,-95.5,-34.5,34.5,"pacific"
"23249",3563,0,-95.5,-33.5,33.5,"pacific"
"23250",3889,0,-95.5,-32.5,32.5,"pacific"
"23251",3764,0,-95.5,-31.5,31.5,"pacific"
"23252",3747,0,-95.5,-30.5,30.5,"pacific"
"23253",3792,0,-95.5,-29.5,29.5,"pacific"
"23254",3330,0,-95.5,-28.5,28.5,"pacific"
"23255",3145,0,-95.5,-27.5,27.5,"pacific"
"23256",2841,0,-95.5,-26.5,26.5,"pacific"
"23257",3557,0,-95.5,-25.5,25.5,"pacific"
"23258",3760,0,-95.5,-24.5,24.5,"pacific"
"23259",3878,0,-95.5,-23.5,23.5,"pacific"
"23260",3944,0,-95.5,-22.5,22.5,"pacific"
"23261",4053,0,-95.5,-21.5,21.5,"pacific"
"23262",4141,0,-95.5,-20.5,20.5,"pacific"
"23263",3895,0,-95.5,-19.5,19.5,"pacific"
"23264",4146,0,-95.5,-18.5,18.5,"pacific"
"23265",4274,0,-95.5,-17.5,17.5,"pacific"
"23266",4055,0,-95.5,-16.5,16.5,"pacific"
"23267",3761,0,-95.5,-15.5,15.5,"pacific"
"23268",3735,0,-95.5,-14.5,14.5,"pacific"
"23269",3675,0,-95.5,-13.5,13.5,"pacific"
"23270",3330,0,-95.5,-12.5,12.5,"pacific"
"23271",3799,0,-95.5,-11.5,11.5,"pacific"
"23272",3738,0,-95.5,-10.5,10.5,"pacific"
"23273",3784,0,-95.5,-9.5,9.5,"pacific"
"23274",4743,0,-95.5,-8.5,8.5,"pacific"
"23275",4007,0,-95.5,-7.5,7.5,"pacific"
"23276",3829,0,-95.5,-6.5,6.5,"pacific"
"23277",3501,0,-95.5,-5.5,5.5,"pacific"
"23278",3750,0,-95.5,-4.5,4.5,"pacific"
"23279",3544,0,-95.5,-3.5,3.5,"pacific"
"23280",3351,0,-95.5,-2.5,2.5,"pacific"
"23281",3382,0,-95.5,-1.5,1.5,"pacific"
"23282",3292,0,-95.5,-0.5,0.5,"pacific"
"23283",3324,0,-95.5,0.5,0.5,"pacific"
"23284",3283,0,-95.5,1.5,1.5,"pacific"
"23285",2593,0,-95.5,2.5,2.5,"pacific"
"23286",2919,0,-95.5,3.5,3.5,"pacific"
"23287",3407,0,-95.5,4.5,4.5,"pacific"
"23288",3605,0,-95.5,5.5,5.5,"pacific"
"23289",3832,0,-95.5,6.5,6.5,"pacific"
"23290",3837,0,-95.5,7.5,7.5,"pacific"
"23291",3462,0,-95.5,8.5,8.5,"pacific"
"23292",3591,0,-95.5,9.5,9.5,"pacific"
"23293",4077,0,-95.5,10.5,10.5,"pacific"
"23294",4263,0,-95.5,11.5,11.5,"pacific"
"23295",4151,0,-95.5,12.5,12.5,"pacific"
"23296",3860,0,-95.5,13.5,13.5,"pacific"
"23297",4181,0,-95.5,14.5,14.5,"pacific"
"23298",1604,0,-95.5,15.5,15.5,"pacific"
"23299",413,0,-94.5,-71.5,71.5,"pacific"
"23300",747,0,-94.5,-70.5,70.5,"pacific"
"23301",3945,0,-94.5,-69.5,69.5,"pacific"
"23302",4493,0,-94.5,-68.5,68.5,"pacific"
"23303",4549,0,-94.5,-67.5,67.5,"pacific"
"23304",4622,0,-94.5,-66.5,66.5,"pacific"
"23305",4747,0,-94.5,-65.5,65.5,"pacific"
"23306",4770,0,-94.5,-64.5,64.5,"pacific"
"23307",4940,0,-94.5,-63.5,63.5,"pacific"
"23308",4996,0,-94.5,-62.5,62.5,"pacific"
"23309",4786,0,-94.5,-61.5,61.5,"pacific"
"23310",4986,0,-94.5,-60.5,60.5,"pacific"
"23311",4553,0,-94.5,-59.5,59.5,"pacific"
